X Y Z F A
-8.580 -22.500 -15.900 28.856 2.730
-8.640 -22.440 -14.880 28.278 2.656
-8.640 -22.440 -14.880 28.278 2.656
-9.120 -22.140 -14.520 28.003 2.688
-9.120 -22.140 -14.520 28.003 2.771
-8.880 -22.080 -14.760 28.004 2.771
-8.880 -22.080 -14.760 28.004 2.727
-7.920 -22.320 -15.720 28.426 2.727
-7.920 -22.320 -15.720 28.426 2.777
-7.020 -22.440 -17.640 29.394 2.777
-7.020 -22.440 -17.640 29.394 2.911
-5.700 -23.400 -19.200 30.801 2.911
-5.700 -23.400 -19.200 30.801 2.871
-4.800 -24.420 -21.060 32.602 2.838
-4.800 -24.420 -21.060 32.602 2.838
-4.380 -25.440 -23.280 34.761 2.918
-4.380 -25.440 -23.280 34.761 2.918
-4.140 -27.000 -25.200 37.164 2.973
-4.140 -27.000 -25.200 37.164 2.973
-3.360 -28.140 -27.780 39.685 2.923
-3.360 -28.140 -27.780 39.685 3.015
-2.640 -28.260 -30.240 41.474 3.015
-2.640 -28.260 -30.240 41.474 2.787
-2.040 -27.840 -32.580 42.903 2.787
-2.040 -27.840 -32.580 42.903 3.076
-1.560 -26.460 -35.220 44.080 3.076
-1.560 -26.460 -35.220 44.080 2.957
-1.860 -23.580 -37.020 43.931 2.957
-1.860 -23.580 -37.020 43.931 3.076
-2.520 -21.480 -38.820 44.438 2.910
-2.520 -21.480 -38.820 44.438 2.910
-3.420 -18.960 -40.080 44.470 3.045
-3.420 -18.960 -40.080 44.470 3.045
-4.560 -16.620 -41.100 44.567 2.974
-4.560 -16.620 -41.100 44.567 2.974
-6.120 -16.320 -41.880 45.362 2.736
-6.120 -16.320 -41.880 45.362 2.467
-7.200 -16.140 -41.940 45.512 2.467
-7.200 -16.140 -41.940 45.512 2.687
-9.420 -16.980 -41.580 45.891 2.687
-9.420 -16.980 -41.580 45.891 2.709
-11.340 -18.960 -40.440 46.081 2.709
-11.340 -18.960 -40.440 46.081 2.398
-12.900 -20.640 -39.060 46.023 2.398
-12.900 -20.640 -39.060 46.023 2.402
-15.060 -22.860 -37.620 46.526 2.410
-15.060 -22.860 -37.620 46.526 2.410
-16.380 -25.440 -35.280 46.478 2.341
-16.380 -25.440 -35.280 46.478 2.341
-18.600 -26.400 -33.420 46.474 2.430
-18.600 -26.400 -33.420 46.474 2.430
-21.360 -27.180 -31.920 47.052 2.805
-21.360 -27.180 -31.920 47.052 2.805
-23.760 -27.540 -29.400 46.769 2.295
-23.760 -27.540 -29.400 46.769 2.295
-25.980 -27.180 -27.960 46.856 2.376
-25.980 -27.180 -27.960 46.856 2.362
-27.180 -27.780 -26.220 46.883 2.362
-27.180 -27.780 -26.220 46.883 2.273
-28.080 -28.020 -24.480 46.614 2.273
-28.080 -28.020 -24.480 46.614 2.289
-28.920 -27.960 -24.720 47.214 2.289
-28.920 -27.960 -24.720 47.214 2.368
-29.340 -28.800 -24.660 47.942 2.320
-29.340 -28.800 -24.660 47.942 2.320
-28.440 -29.580 -25.800 48.471 2.336
-28.440 -29.580 -25.800 48.471 2.336
-26.520 -30.300 -27.840 48.954 2.445
-26.520 -30.300 -27.840 48.954 2.445
-24.180 -30.660 -29.700 49.059 2.406
-24.180 -30.660 -29.700 49.059 2.406
-21.420 -30.660 -31.440 48.860 2.405
-21.420 -30.660 -31.440 48.860 2.561
-19.740 -29.880 -32.340 48.253 2.561
-19.740 -29.880 -32.340 48.253 2.561
-17.940 -29.040 -32.580 47.187 2.561
-17.940 -29.040 -32.580 47.187 2.527
