X Y Z F A
-2.520 -46.260 13.440 48.239 -2.027
-2.520 -46.260 13.440 48.239 3.077
-2.520 -46.080 13.500 48.083 3.077
-2.520 -46.080 13.500 48.083 3.097
-2.580 -45.600 13.260 47.559 3.090
-2.580 -45.600 13.260 47.559 3.090
-2.220 -45.120 12.900 46.980 -3.106
-2.220 -45.120 12.900 46.980 -3.106
-1.800 -43.980 11.880 45.592 -3.140
-1.800 -43.980 11.880 45.592 -3.140
-1.620 -43.140 10.200 44.359 3.105
-1.620 -43.140 10.200 44.359 3.105
-1.140 -42.720 8.040 43.485 3.134
-.360 -42.720 5.700 43.100 3.112
-.360 -42.720 5.700 43.100 3.112
1.140 -43.800 3.120 43.926 3.140
1.140 -43.800 3.120 43.926 3.140
2.880 -45.420 .660 45.516 -3.108
2.880 -45.420 .660 45.516 -3.108
4.440 -46.980 -1.740 47.221 -3.069
4.440 -46.980 -1.740 47.221 -3.043
5.100 -49.200 -3.960 49.622 -3.043
5.100 -49.200 -3.960 49.622 -3.031
4.920 -50.640 -6.060 51.238 -3.031
4.920 -50.640 -6.060 51.238 -3.044
5.160 -51.480 -8.880 52.494 -3.044
5.160 -51.480 -8.880 52.494 -3.037
5.880 -51.840 -11.220 53.365 -3.037
5.880 -51.840 -11.220 53.365 -3.031
6.420 -50.700 -14.400 53.095 -3.064
6.420 -50.700 -14.400 53.095 -3.064
7.080 -49.200 -17.400 52.664 -3.013
7.080 -49.200 -17.400 52.664 -3.013
6.780 -46.320 -19.740 50.805 -2.962
6.780 -46.320 -19.740 50.805 -2.962
5.880 -43.740 -22.080 49.349 -2.983
5.880 -43.740 -22.080 49.349 -2.983
5.100 -41.580 -23.460 48.013 -2.973
5.100 -41.580 -23.460 48.013 -2.989
3.720 -39.720 -24.060 46.588 -2.989
3.720 -39.720 -24.060 46.588 -3.071
1.560 -39.840 -24.000 46.537 -3.071
1.560 -39.840 -24.000 46.537 -3.092
-.540 -40.980 -23.160 47.075 -3.092
-.540 -40.980 -23.160 47.075 3.069
-3.000 -42.960 -22.020 48.368 3.069
-3.000 -42.960 -22.020 48.368 3.125
-5.640 -45.600 -20.280 50.224 3.023
-5.640 -45.600 -20.280 50.224 3.023
-7.380 -47.820 -18.060 51.647 3.050
-7.380 -47.820 -18.060 51.647 3.050
-9.840 -49.980 -16.020 53.399 3.013
-9.840 -49.980 -16.020 53.399 3.013
-12.000 -50.820 -13.680 53.980 2.918
-12.000 -50.820 -13.680 53.980 2.886
-14.700 -51.240 -11.340 54.500 2.886
-14.700 -51.240 -11.340 54.500 2.854
-16.920 -51.240 -9.300 54.757 2.854
-16.920 -51.240 -9.300 54.757 2.752
-18.480 -50.520 -7.620 54.331 2.752
-18.480 -50.520 -7.620 54.331 2.801
-19.800 -50.460 -5.700 54.505 2.801
-19.800 -50.460 -5.700 54.505 2.783
-20.460 -50.640 -4.320 54.788 2.748
-20.460 -50.640 -4.320 54.788 2.748
-20.880 -51.420 -3.720 55.622 2.740
-20.880 -51.420 -3.720 55.622 2.740
-21.120 -52.740 -3.660 56.929 2.759
-21.120 -52.740 -3.660 56.929 2.759
-20.520 -54.180 -5.220 58.170 2.730
-20.520 -54.180 -5.220 58.170 2.730
-18.540 -55.620 -7.500 59.106 2.781
-18.540 -55.620 -7.500 59.106 2.835
-16.560 -56.460 -9.000 59.523 2.835
-16.560 -56.460 -9.000 59.523 2.835
-13.980 -56.520 -10.380 59.141 2.835
-13.980 -56.520 -10.380 59.141 2.871
-11.160 -55.740 -10.800 57.863 2.871
-11.160 -55.740 -10.800 57.863 2.968
-8.700 -54.900 -11.220 56.706 2.968
-8.700 -54.900 -11.220 56.706 2.968
-6.480 -53.880 -11.880 55.553 3.029
-6.480 -53.880 -11.880 55.553 3.029
-4.200 -52.740 -12.480 54.359 3.035
-4.200 -52.740 -12.480 54.359 3.035
-2.640 -51.360 -13.500 53.170 3.073
-2.640 -51.360 -13.500 53.170 3.073
-2.280 -49.500 -13.800 51.438 3.077
-2.280 -49.500 -13.800 51.438 3.077
-1.260 -47.820 -14.640 50.027 3.125
-1.260 -47.820 -14.640 50.027 3.120
-.540 -46.320 -15.240 48.766 3.120
-.540 -46.320 -15.240 48.766 -3.119
.600 -45.240 -15.900 47.957 -3.119
.600 -45.240 -15.900 47.957 -3.133
2.580 -44.640 -16.380 47.620 -3.133
