X Y Z F A
-5.520 -41.160 -13.140 43.558 3.013
-5.520 -41.160 -13.140 43.558 3.013
-5.280 -41.340 -13.320 43.753 2.984
-5.280 -41.340 -13.320 43.753 2.984
-4.980 -42.180 -13.440 44.549 2.986
-4.980 -42.180 -13.440 44.549 2.986
-3.960 -42.900 -13.980 45.294 3.026
-3.960 -42.900 -13.980 45.294 3.006
-3.060 -43.740 -14.940 46.322 3.006
-3.060 -43.740 -14.940 46.322 3.077
-2.460 -45.060 -16.440 48.028 3.077
-2.460 -45.060 -16.440 48.028 3.106
-1.620 -46.140 -18.540 49.752 3.106
-1.620 -46.140 -18.540 49.752 3.068
-.480 -47.220 -20.580 51.512 3.068
-.480 -47.220 -20.580 51.512 -3.112
.420 -48.360 -22.980 53.544 3.125
.420 -48.360 -22.980 53.544 3.125
.720 -48.660 -25.140 54.775 3.106
.720 -48.660 -25.140 54.775 3.106
.420 -47.880 -28.440 55.691 3.122
.420 -47.880 -28.440 55.691 3.122
-1.260 -46.140 -31.500 55.881 -3.072
-1.260 -46.140 -31.500 55.881 -3.072
-3.060 -42.600 -34.560 54.941 3.123
-3.060 -42.600 -34.560 54.941 3.084
-3.120 -39.060 -38.040 54.612 3.084
-3.120 -39.060 -38.040 54.612 3.091
-3.180 -36.240 -39.060 53.377 3.091
-3.180 -36.240 -39.060 53.377 3.013
-3.660 -33.300 -40.260 52.375 3.013
-3.660 -33.300 -40.260 52.375 2.900
-4.920 -32.160 -39.960 51.529 2.900
-4.920 -32.160 -39.960 51.529 2.968
-7.200 -32.400 -38.460 50.801 3.135
-7.200 -32.400 -38.460 50.801 3.135
-9.660 -33.720 -37.500 51.348 2.841
-9.660 -33.720 -37.500 51.348 2.841
-10.980 -35.700 -35.760 51.709 2.642
-11.220 -39.060 -34.440 53.270 2.642
-11.220 -39.060 -34.440 53.270 2.804
-11.220 -39.060 -34.440 53.270 2.804
-12.420 -42.300 -32.700 54.889 2.840
-12.420 -42.300 -32.700 54.889 2.762
-13.560 -43.500 -31.020 55.121 2.762
-13.560 -43.500 -31.020 55.121 2.800
-15.900 -44.940 -29.220 55.913 2.800
-15.900 -44.940 -29.220 55.913 2.807
-18.660 -45.480 -26.580 55.885 2.807
-20.220 -44.400 -25.080 54.856 2.756
-20.220 -44.400 -25.080 54.856 2.671
-20.220 -44.400 -25.080 54.856 2.671
-21.720 -44.460 -22.980 54.558 2.643
-22.980 -45.000 -20.220 54.424 2.643
-22.980 -45.000 -20.220 54.424 2.608
-23.340 -45.660 -19.740 54.948 2.608
-23.340 -45.660 -19.740 54.948 2.636
-24.000 -47.640 -18.960 56.613 2.636
-24.000 -47.640 -18.960 56.613 2.702
-23.940 -49.620 -20.280 58.707 2.656
-23.940 -49.620 -20.280 58.707 2.656
-22.320 -50.940 -23.100 60.222 2.662
-22.320 -50.940 -23.100 60.222 2.662
-20.760 -52.020 -25.380 61.491 2.725
-20.760 -52.020 -25.380 61.491 2.725
-17.940 -51.420 -27.600 61.054 2.732
-17.940 -51.420 -27.600 61.054 2.732
-15.420 -49.860 -28.980 59.696 2.759
-15.420 -49.860 -28.980 59.696 2.810
-13.620 -48.720 -29.340 58.481 2.810
-13.620 -48.720 -29.340 58.481 2.924
-11.760 -46.560 -29.940 56.591 2.924
-11.760 -46.560 -29.940 56.591 2.903
-10.800 -44.460 -31.080 55.311 2.903
-10.800 -44.460 -31.080 55.311 2.887
-9.060 -43.260 -31.140 54.067 2.887
-9.060 -43.260 -31.140 54.067 2.832
-7.380 -41.400 -32.340 53.050 2.934
-7.380 -41.400 -32.340 53.050 2.934
-6.480 -39.180 -33.000 51.634 2.959
-6.480 -39.180 -33.000 51.634 2.959
-5.520 -38.400 -33.480 51.244 2.980
-5.520 -38.400 -33.480 51.244 2.980
-4.740 -37.020 -34.020 50.501 2.934
-4.740 -37.020 -34.020 50.501 3.035
-3.180 -35.280 -33.840 48.989 3.035
-3.180 -35.280 -33.840 48.989 2.978
-.780 -34.980 -33.240 48.261 2.978
-.780 -34.980 -33.240 48.261 2.884
.900 -34.140 -32.160 46.911 2.884
.900 -34.140 -32.160 46.911 -3.120
2.640 -34.260 -31.200 46.413 -3.120
2.640 -34.260 -31.200 46.413 -3.118
3.900 -35.220 -30.960 47.055 -3.051
3.900 -35.220 -30.960 47.055 -3.051
5.640 -35.280 -31.680 47.750 -3.009
5.640 -35.280 -31.680 47.750 -3.009
8.520 -34.800 -33.360 48.954 -3.134
8.520 -34.800 -33.360 48.954 -3.134
10.920 -34.260 -36.420 51.180 -3.003
10.920 -34.260 -36.420 51.180 -3.003
13.680 -33.480 -39.180 53.321 -2.921
13.680 -33.480 -39.180 53.321 -2.694
16.560 -33.360 -42.780 56.721 -2.694
16.560 -33.360 -42.780 56.721 -2.703
19.200 -33.540 -47.100 60.926 -2.703
19.200 -33.540 -47.100 60.926 -2.606
22.440 -32.760 -50.220 64.022 -2.606
22.440 -32.760 -50.220 64.022 -2.636
24.000 -33.060 -54.900 68.432 -2.636
24.000 -33.060 -54.900 68.432 -2.816
25.320 -34.620 -57.180 71.479 -2.516
25.320 -34.620 -57.180 71.479 -2.516
25.860 -37.440 -58.740 74.303 -2.442
25.860 -37.440 -58.740 74.303 -2.442
25.620 -41.400 -60.660 77.782 -2.525
25.620 -41.400 -60.660 77.782 -2.525
26.220 -44.880 -60.120 79.474 -2.425
26.220 -44.880 -60.120 79.474 -2.425
25.860 -48.360 -60.060 81.330 -2.670
25.860 -48.360 -60.060 81.330 -2.788
24.780 -52.260 -58.800 82.478 -2.788
24.780 -52.260 -58.800 82.478 -2.746
23.580 -55.500 -55.800 82.158 -2.746
23.580 -55.500 -55.800 82.158 -2.720
20.460 -58.680 -52.860 81.585 -2.720
20.460 -58.680 -52.860 81.585 -2.716
17.580 -59.880 -50.280 80.142 -2.716
17.580 -59.880 -50.280 80.142 -2.772
15.480 -59.580 -47.880 77.987 -2.927
15.480 -59.580 -47.880 77.987 -2.927
13.860 -59.340 -46.020 76.362 -2.971
13.860 -59.340 -46.020 76.362 -2.971
13.380 -58.200 -44.460 74.451 -3.099
13.380 -58.200 -44.460 74.451 -3.099
12.660 -57.420 -42.300 72.434 -2.921
12.660 -57.420 -42.300 72.434 -2.895
11.400 -56.640 -40.200 70.385 -2.895
11.400 -56.640 -40.200 70.385 -2.996
10.860 -54.600 -39.420 68.213 -2.996
10.860 -54.600 -39.420 68.213 -2.911
10.620 -52.620 -38.700 66.177 -2.911
10.620 -52.620 -38.700 66.177 -3.031
11.040 -50.700 -37.860 64.232 -3.031
11.040 -50.700 -37.860 64.232 -2.966
11.640 -48.780 -37.080 62.369 -2.922
11.640 -48.780 -37.080 62.369 -2.922
10.980 -48.180 -35.520 60.857 -2.937
10.980 -48.180 -35.520 60.857 -2.937
10.320 -47.280 -33.960 59.120 -2.919
10.320 -47.280 -33.960 59.120 -2.919
9.780 -45.120 -32.940 56.714 -2.889
9.780 -45.120 -32.940 56.714 -2.889
9.240 -43.800 -31.800 54.910 -2.994
9.240 -43.800 -31.800 54.910 -2.994
9.300 -41.760 -30.480 52.530 -3.027
9.300 -41.760 -30.480 52.530 -2.931
9.240 -40.980 -28.560 50.798 -2.931
9.240 -40.980 -28.560 50.798 -2.948
8.340 -42.000 -26.520 50.367 -2.948
8.340 -42.000 -26.520 50.367 -2.894
7.620 -41.940 -24.120 48.978 -2.894
7.620 -41.940 -24.120 48.978 -2.925
7.140 -42.000 -22.260 48.068 -2.997
7.140 -42.000 -22.260 48.068 -2.997
7.380 -41.340 -20.340 46.660 -3.089
7.380 -41.340 -20.340 46.660 -3.089
7.560 -40.140 -18.600 44.881 -2.992
7.560 -40.140 -18.600 44.881 -2.992
7.380 -39.540 -17.160 43.730 -2.988
7.380 -39.540 -17.160 43.730 -2.988
6.720 -39.180 -15.180 42.552 -2.895
6.720 -39.180 -15.180 42.552 -2.965
5.760 -39.120 -14.340 42.062 -2.965
5.760 -39.120 -14.340 42.062 -2.992
5.760 -38.760 -14.280 41.707 -2.992
5.760 -38.760 -14.280 41.707 -3.028
6.780 -38.700 -15.180 42.120 -3.028
6.780 -38.700 -15.180 42.120 -2.997
7.620 -39.300 -16.740 43.391 -2.997
7.620 -39.300 -16.740 43.391 -2.962
8.700 -39.780 -18.360 44.668 -2.875
8.700 -39.780 -18.360 44.668 -2.875
9.600 -41.160 -19.380 46.496 -2.913
9.600 -41.160 -19.380 46.496 -2.913
9.960 -42.000 -20.460 47.768 -2.874
9.960 -42.000 -20.460 47.768 -2.874
11.280 -42.180 -21.600 48.713 -2.949
11.280 -42.180 -21.600 48.713 -2.949
11.940 -43.020 -22.680 50.077 -2.894
11.940 -43.020 -22.680 50.077 -2.914
12.480 -43.800 -23.820 51.396 -2.914
12.480 -43.800 -23.820 51.396 -2.874
13.080 -45.420 -24.660 53.312 -2.874
13.080 -45.420 -24.660 53.312 -2.871
13.680 -47.460 -25.200 55.449 -2.871
13.680 -47.460 -25.200 55.449 -2.840
14.820 -48.360 -26.520 57.111 -2.885
14.820 -48.360 -26.520 57.111 -2.885
15.900 -49.380 -27.300 58.622 -2.949
15.900 -49.380 -27.300 58.622 -2.949
16.620 -49.920 -28.500 59.837 -2.880
16.620 -49.920 -28.500 59.837 -2.880
16.320 -49.680 -29.760 60.167 -2.834
16.320 -49.680 -29.760 60.167 -2.834
15.720 -50.220 -29.940 60.544 -2.773
15.720 -50.220 -29.940 60.544 -2.773
14.940 -49.680 -30.600 60.230 -2.826
14.940 -49.680 -30.600 60.230 -2.935
14.460 -48.780 -30.300 59.217 -2.935
14.460 -48.780 -30.300 59.217 -2.950
13.740 -48.960 -29.400 58.739 -2.950
13.740 -48.960 -29.400 58.739 -2.967
13.020 -49.320 -28.260 58.315 -2.967
13.020 -49.320 -28.260 58.315 -2.895
11.520 -50.220 -27.360 58.338 -2.895
11.520 -50.220 -27.360 58.338 -2.918
9.600 -51.300 -25.920 58.273 -2.991
9.600 -51.300 -25.920 58.273 -2.991
8.100 -51.840 -25.980 58.549 -2.994
8.100 -51.840 -25.980 58.549 -2.994
7.260 -52.320 -24.900 58.396 -3.043
7.260 -52.320 -24.900 58.396 -3.043
6.600 -52.740 -23.040 57.930 -3.044
6.600 -52.740 -23.040 57.930 -3.063
5.940 -52.560 -22.080 57.318 -3.063
5.940 -52.560 -22.080 57.318 -3.008
4.740 -52.140 -19.680 55.932 -3.008
4.740 -52.140 -19.680 55.932 -3.029
2.760 -50.160 -19.020 53.716 -3.029
2.760 -50.160 -19.020 53.716 -3.092
2.220 -47.220 -18.900 50.910 -3.140
2.220 -47.220 -18.900 50.910 -3.140
2.040 -44.340 -17.520 47.719 -3.140
2.040 -44.340 -17.520 47.719 -3.140
2.460 -41.040 -16.740 44.391 -3.085
2.460 -41.040 -16.740 44.391 -3.085
2.700 -38.940 -15.240 41.903 -3.076
2.700 -38.940 -15.240 41.903 -3.076
2.340 -37.080 -13.740 39.613 -3.011
2.340 -37.080 -13.740 39.613 -3.048
1.860 -35.040 -13.320 37.532 -3.048
1.860 -35.040 -13.320 37.532 -3.101
1.320 -33.840 -13.080 36.304 -3.101
1.320 -33.840 -13.080 36.304 3.136
1.920 -33.000 -12.180 35.228 3.136
1.920 -33.000 -12.180 35.228 -3.129
1.860 -33.060 -11.520 35.059 -3.129
1.860 -33.060 -11.520 35.059 -3.085
1.920 -34.500 -10.680 36.166 -3.075
1.920 -34.500 -10.680 36.166 -3.075
2.040 -36.060 -9.960 37.466 -3.083
2.040 -36.060 -9.960 37.466 -3.083
1.560 -38.520 -10.200 39.878 -3.098
1.560 -38.520 -10.200 39.878 -3.098
2.280 -40.920 -10.620 42.337 -3.108
2.280 -40.920 -10.620 42.337 -3.108
3.240 -43.560 -11.160 45.083 -3.104
3.240 -43.560 -11.160 45.083 -3.080
3.360 -46.500 -10.740 47.842 -3.080
3.360 -46.500 -10.740 47.842 -3.061
3.420 -48.060 -10.800 49.377 -3.061
3.420 -48.060 -10.800 49.377 -3.048
3.240 -50.220 -10.620 51.433 -3.048
3.240 -50.220 -10.620 51.433 -3.074
3.120 -52.140 -10.920 53.363 -3.074
3.120 -52.140 -10.920 53.363 -3.099
4.560 -53.460 -11.820 54.941 -3.088
4.560 -53.460 -11.820 54.941 -3.088
6.600 -55.020 -12.900 56.896 -3.049
8.280 -55.260 -14.880 57.824 -3.049
8.280 -55.260 -14.880 57.824 -2.975
8.280 -55.260 -14.880 57.824 -2.975
9.720 -54.780 -16.680 58.082 -2.971
9.720 -54.780 -16.680 58.082 -2.971
11.040 -53.760 -18.780 58.006 -2.967
11.040 -53.760 -18.780 58.006 -2.938
12.960 -51.660 -20.640 57.120 -2.938
12.960 -51.660 -20.640 57.120 -2.951
15.720 -49.800 -20.700 56.175 -2.951
15.720 -49.800 -20.700 56.175 -2.946
18.660 -47.940 -20.640 55.430 -2.946
18.660 -47.940 -20.640 55.430 -2.827
21.180 -46.320 -19.500 54.538 -2.827
21.180 -46.320 -19.500 54.538 -2.713
22.740 -45.720 -17.700 54.044 -2.692
22.740 -45.720 -17.700 54.044 -2.692
23.940 -44.700 -17.280 53.571 -2.660
23.940 -44.700 -17.280 53.571 -2.660
25.920 -43.380 -16.080 53.031 -2.622
28.140 -41.760 -15.240 52.612 -2.622
28.140 -41.760 -15.240 52.612 -2.552
28.140 -41.760 -15.240 52.612 -2.552
30.180 -40.200 -14.040 52.192 -2.546
31.740 -39.660 -12.120 52.223 -2.521
31.740 -39.660 -12.120 52.223 -2.521
31.800 -39.840 -11.340 52.221 -2.468
31.800 -39.840 -11.340 52.221 -2.468
31.200 -40.500 -10.860 52.265 -2.490
31.200 -40.500 -10.860 52.265 -2.490
30.960 -40.680 -12.000 52.511 -2.464
30.960 -40.680 -12.000 52.511 -2.519
30.300 -40.560 -12.840 52.231 -2.519
30.300 -40.560 -12.840 52.231 -2.497
29.040 -40.500 -14.820 51.992 -2.497
29.040 -40.500 -14.820 51.992 -2.533
27.780 -40.140 -17.160 51.744 -2.533
27.780 -40.140 -17.160 51.744 -2.518
25.740 -40.440 -18.540 51.397 -2.518
25.740 -40.440 -18.540 51.397 -2.550
24.300 -40.140 -21.180 51.481 -2.549
24.300 -40.140 -21.180 51.481 -2.549
24.000 -39.660 -21.780 51.218 -2.632
24.000 -39.660 -21.780 51.218 -2.632
23.280 -39.480 -22.260 50.952 -2.682
23.280 -39.480 -22.260 50.952 -2.682
22.560 -39.240 -22.620 50.600 -2.647
22.560 -39.240 -22.620 50.600 -2.647
