X Y Z F A
-7.920 -40.260 -10.920 42.460 .000
-8.340 -40.740 -11.040 43.025 2.922
-8.340 -40.740 -11.040 43.025 2.922
-8.340 -41.340 -11.400 43.687 2.943
-8.340 -41.340 -11.400 43.687 2.915
-8.040 -41.700 -11.700 44.050 2.915
-8.040 -41.700 -11.700 44.050 2.928
-7.200 -42.240 -12.420 44.613 2.928
-7.200 -42.240 -12.420 44.613 2.953
-6.360 -43.140 -12.840 45.457 2.953
-6.360 -43.140 -12.840 45.457 2.983
-5.580 -44.160 -13.980 46.655 3.048
-5.580 -44.160 -13.980 46.655 3.048
-4.440 -45.720 -16.080 48.668 3.055
-4.440 -45.720 -16.080 48.668 3.055
-3.960 -47.220 -18.540 50.884 3.085
-3.960 -47.220 -18.540 50.884 3.085
-3.120 -47.940 -21.720 52.723 3.067
-3.120 -47.940 -21.720 52.723 3.067
-2.880 -47.820 -25.320 54.186 3.061
-2.880 -47.820 -25.320 54.186 3.048
-3.060 -45.960 -29.040 54.452 3.048
-3.060 -45.960 -29.040 54.452 -3.033
-2.940 -43.500 -32.700 54.499 -3.033
-2.940 -43.500 -32.700 54.499 3.077
-3.120 -39.900 -36.600 54.234 3.077
-3.120 -39.900 -36.600 54.234 3.048
-2.820 -36.240 -39.060 53.357 3.048
-2.820 -36.240 -39.060 53.357 3.124
-4.020 -34.020 -39.840 52.543 2.942
-4.020 -34.020 -39.840 52.543 2.942
-5.100 -31.380 -39.840 50.970 3.027
-5.100 -31.380 -39.840 50.970 3.027
-6.900 -31.020 -38.700 50.075 3.023
-6.900 -31.020 -38.700 50.075 3.023
-9.420 -31.740 -37.200 49.800 2.999
-9.420 -31.740 -37.200 49.800 2.780
-11.040 -33.300 -36.180 50.396 2.780
-11.040 -33.300 -36.180 50.396 2.729
-13.020 -36.780 -34.620 52.162 2.729
-13.020 -36.780 -34.620 52.162 2.751
-15.060 -39.720 -32.400 53.425 2.751
-15.060 -39.720 -32.400 53.425 2.783
-17.040 -41.400 -30.480 54.160 2.783
-17.040 -41.400 -30.480 54.160 2.794
-19.080 -43.020 -28.020 54.771 2.794
-19.080 -43.020 -28.020 54.771 2.704
-20.400 -42.720 -25.740 53.886 2.653
-20.400 -42.720 -25.740 53.886 2.653
-21.420 -42.540 -23.820 53.253 2.651
-21.420 -42.540 -23.820 53.253 2.651
-22.620 -43.320 -21.300 53.310 2.694
-22.620 -43.320 -21.300 53.310 2.694
-23.580 -43.440 -19.980 53.313 2.557
-23.580 -43.440 -19.980 53.313 2.557
-24.600 -45.000 -18.900 54.657 2.671
-24.600 -45.000 -18.900 54.657 2.657
-24.600 -47.040 -19.560 56.573 2.657
-24.600 -47.040 -19.560 56.573 2.637
-23.520 -48.720 -21.540 58.231 2.637
-23.520 -48.720 -21.540 58.231 2.658
-22.140 -50.460 -23.820 60.032 2.658
-22.140 -50.460 -23.820 60.032 2.666
-21.000 -51.300 -26.400 61.397 2.666
-21.000 -51.300 -26.400 61.397 2.709
-19.260 -50.400 -28.380 60.963 2.761
-19.260 -50.400 -28.380 60.963 2.761
-17.880 -49.080 -29.220 59.853 2.821
-17.880 -49.080 -29.220 59.853 2.821
-15.720 -47.340 -29.880 58.146 2.739
-15.720 -47.340 -29.880 58.146 2.739
-12.660 -45.540 -30.120 56.048 2.737
-12.660 -45.540 -30.120 56.048 2.809
-10.500 -43.980 -29.940 54.230 2.809
-10.500 -43.980 -29.940 54.230 2.852
-8.640 -42.600 -30.360 53.020 2.852
-8.640 -42.600 -30.360 53.020 2.903
-7.680 -42.120 -30.360 52.486 2.903
-7.680 -42.120 -30.360 52.486 2.992
-7.560 -40.740 -31.020 51.760 2.914
-7.560 -40.740 -31.020 51.760 2.914
-7.080 -39.240 -31.800 51.001 2.934
-7.080 -39.240 -31.800 51.001 2.934
-5.940 -37.620 -32.640 50.159 2.819
-5.940 -37.620 -32.640 50.159 2.819
-4.620 -35.880 -32.760 48.805 2.945
-4.620 -35.880 -32.760 48.805 2.945
-2.940 -34.620 -32.340 47.466 3.009
-2.940 -34.620 -32.340 47.466 3.132
-1.620 -34.380 -32.040 47.023 3.132
-1.620 -34.380 -32.040 47.023 3.121
.360 -35.040 -31.680 47.239 3.121
.360 -35.040 -31.680 47.239 -3.099
2.880 -34.980 -32.520 47.848 -3.099
2.880 -34.980 -32.520 47.848 -3.063
5.580 -35.460 -33.960 49.415 -3.063
5.580 -35.460 -33.960 49.415 -2.989
8.640 -34.860 -35.940 50.809 -2.893
8.640 -34.860 -35.940 50.809 -2.893
10.860 -34.500 -39.000 53.190 -2.777
10.860 -34.500 -39.000 53.190 -2.777
13.200 -33.600 -42.360 55.656 -2.697
13.200 -33.600 -42.360 55.656 -2.697
16.140 -32.220 -45.900 58.356 -2.719
16.140 -32.220 -45.900 58.356 -2.719
18.300 -32.700 -49.440 62.036 -2.739
18.300 -32.700 -49.440 62.036 -2.554
20.460 -33.960 -52.800 66.028 -2.554
20.460 -33.960 -52.800 66.028 -2.490
21.720 -36.600 -55.680 70.083 -2.490
21.720 -36.600 -55.680 70.083 -2.510
21.960 -40.320 -58.680 74.507 -2.510
21.960 -40.320 -58.680 74.507 -2.675
22.740 -42.900 -60.540 77.605 -2.675
22.740 -42.900 -60.540 77.605 -2.664
24.060 -44.880 -61.320 79.707 -2.816
24.060 -44.880 -61.320 79.707 -2.816
25.200 -47.340 -61.440 81.554 -2.691
25.200 -47.340 -61.440 81.554 -2.691
25.320 -49.440 -60.120 81.852 -2.733
25.320 -49.440 -60.120 81.852 -2.733
24.300 -52.380 -58.500 82.197 -2.745
24.300 -52.380 -58.500 82.197 -2.706
22.740 -55.560 -55.920 82.043 -2.706
22.740 -55.560 -55.920 82.043 -2.691
19.920 -57.120 -52.980 80.414 -2.691
19.920 -57.120 -52.980 80.414 -2.856
18.240 -58.620 -49.860 79.089 -2.856
18.240 -58.620 -49.860 79.089 -2.921
16.380 -59.940 -46.560 77.646 -2.921
16.380 -59.940 -46.560 77.646 -2.844
13.740 -59.940 -43.560 75.360 -2.875
13.740 -59.940 -43.560 75.360 -2.875
12.360 -60.300 -40.740 73.815 -2.899
12.360 -60.300 -40.740 73.815 -2.899
10.560 -59.280 -38.640 71.545 -2.961
10.560 -59.280 -38.640 71.545 -2.961
10.020 -57.180 -37.320 69.013 -2.927
10.020 -57.180 -37.320 69.013 -2.927
9.840 -55.380 -36.420 67.009 -2.968
9.840 -55.380 -36.420 67.009 -2.967
8.880 -53.280 -35.940 64.879 -2.967
8.880 -53.280 -35.940 64.879 -2.952
8.160 -51.780 -35.760 63.455 -2.952
8.160 -51.780 -35.760 63.455 -2.960
7.260 -49.680 -35.400 61.433 -2.960
7.260 -49.680 -35.400 61.433 -2.932
6.660 -47.580 -34.500 59.148 -2.932
6.660 -47.580 -34.500 59.148 -3.037
6.780 -45.480 -33.600 56.950 -3.037
6.780 -45.480 -33.600 56.950 -3.014
6.840 -43.740 -32.220 54.755 -2.953
6.840 -43.740 -32.220 54.755 -2.953
6.240 -42.780 -30.120 52.690 -2.980
6.000 -42.180 -28.500 51.258 -2.980
6.000 -42.180 -28.500 51.258 -2.959
6.000 -42.180 -28.500 51.258 -2.959
6.420 -42.060 -26.040 49.883 -2.972
6.420 -42.060 -26.040 49.883 -2.984
6.900 -41.940 -23.700 48.665 -2.984
6.900 -41.940 -23.700 48.665 -3.025
7.620 -41.820 -21.960 47.846 -3.025
7.620 -41.820 -21.960 47.846 -2.978
7.800 -41.040 -20.160 46.385 -2.978
7.800 -41.040 -20.160 46.385 -2.939
6.660 -40.200 -18.600 44.792 -2.939
6.660 -40.200 -18.600 44.792 -2.988
5.880 -39.600 -16.860 43.440 -2.969
5.880 -39.600 -16.860 43.440 -2.969
5.280 -39.060 -15.240 42.259 -3.032
5.280 -39.060 -15.240 42.259 -3.032
5.100 -38.880 -13.860 41.590 -3.066
5.100 -38.880 -13.860 41.590 -3.066
6.000 -38.640 -14.160 41.588 -3.019
6.000 -38.640 -14.160 41.588 -3.019
6.900 -38.040 -15.360 41.600 -3.015
6.900 -38.040 -15.360 41.600 -2.924
7.800 -38.520 -16.260 42.533 -2.924
7.800 -38.520 -16.260 42.533 -2.932
9.300 -39.000 -18.180 44.023 -2.932
9.300 -39.000 -18.180 44.023 -2.900
10.800 -39.600 -19.680 45.520 -2.900
12.180 -41.460 -19.860 47.557 -2.879
12.180 -41.460 -19.860 47.557 -2.915
13.020 -42.180 -20.940 48.859 -2.915
13.020 -42.180 -20.940 48.859 -2.841
