X Y Z F A
-10.020 -39.960 -10.680 42.559 .000
-10.200 -40.260 -10.140 42.752 2.915
-10.200 -40.260 -10.140 42.752 2.915
-10.140 -40.740 -9.480 43.040 2.888
-10.140 -40.740 -9.480 43.040 2.891
-10.200 -41.040 -9.300 43.299 2.891
-10.200 -41.040 -9.300 43.299 2.894
-9.960 -41.400 -9.240 43.572 2.894
-9.960 -41.400 -9.240 43.572 2.897
-8.940 -41.340 -9.780 43.412 2.897
-8.940 -41.340 -9.780 43.412 2.912
-8.580 -41.220 -10.980 43.512 2.912
-8.580 -41.220 -10.980 43.512 2.925
-7.860 -41.160 -11.700 43.506 2.901
-7.860 -41.160 -11.700 43.506 2.901
-6.840 -41.640 -13.140 44.197 2.905
-6.840 -41.640 -13.140 44.197 2.905
-6.480 -42.360 -14.460 45.227 2.961
-6.480 -42.360 -14.460 45.227 2.961
-5.280 -43.260 -15.960 46.412 3.005
-5.280 -43.260 -15.960 46.412 3.005
-4.080 -44.160 -18.000 47.862 3.009
-4.080 -44.160 -18.000 47.862 3.036
-3.060 -44.760 -19.860 49.064 3.036
-3.060 -44.760 -19.860 49.064 3.037
-1.920 -45.240 -21.660 50.195 3.037
-1.920 -45.240 -21.660 50.195 3.005
-.540 -45.360 -23.700 51.181 3.005
-.540 -45.360 -23.700 51.181 3.064
.240 -45.720 -26.100 52.646 3.079
.240 -45.720 -26.100 52.646 3.079
.060 -45.300 -28.560 53.552 -3.100
.060 -45.300 -28.560 53.552 -3.100
-.780 -44.160 -31.800 54.424 -3.119
-.780 -44.160 -31.800 54.424 -3.119
-1.680 -41.760 -34.800 54.385 3.115
-1.680 -41.760 -34.800 54.385 3.115
-1.620 -39.060 -37.020 53.840 2.987
-1.620 -39.060 -37.020 53.840 2.939
-1.800 -36.660 -38.880 53.468 2.939
-1.800 -36.660 -38.880 53.468 2.985
-1.920 -33.660 -39.960 52.283 2.985
-1.920 -33.660 -39.960 52.283 2.978
-3.000 -32.640 -39.960 51.683 2.978
-3.000 -32.640 -39.960 51.683 3.056
-5.580 -32.280 -39.480 51.301 2.962
-5.580 -32.280 -39.480 51.301 2.962
