X,Y,Z,F
19.2000,-46.4400,-56.9400,75.9440
12.9600,-45.6000,-49.1400,68.2790
26.4600,-36.0000,-67.9800,81.3470
21.9600,-44.4600,-62.4600,79.7510
19.2000,-46.4400,-56.9400,75.9440
12.9600,-45.6000,-49.1400,68.2790
8.7000,-41.6400,-44.4600,61.5330
21.9600,-44.4600,-62.4600,79.7510
19.2000,-46.4400,-56.9400,75.9440
12.9600,-45.6000,-49.1400,68.2790
8.7000,-41.6400,-44.4600,61.5330
5.4600,-38.7600,-40.0800,56.0230
19.2000,-46.4400,-56.9400,75.9440
12.9600,-45.6000,-49.1400,68.2790
8.7000,-41.6400,-44.4600,61.5330
5.4600,-38.7600,-40.0800,56.0230
5.8200,-33.2400,-37.5000,50.4480
12.9600,-45.6000,-49.1400,68.2790
8.7000,-41.6400,-44.4600,61.5330
5.4600,-38.7600,-40.0800,56.0230
5.8200,-33.2400,-37.5000,50.4480
6.7200,-30.1200,-35.6400,47.1440
8.7000,-41.6400,-44.4600,61.5330
5.4600,-38.7600,-40.0800,56.0230
5.8200,-33.2400,-37.5000,50.4480
6.7200,-30.1200,-35.6400,47.1440
6.0000,-28.5000,-31.2000,42.6810
5.4600,-38.7600,-40.0800,56.0230
5.8200,-33.2400,-37.5000,50.4480
6.7200,-30.1200,-35.6400,47.1440
6.0000,-28.5000,-31.2000,42.6810
7.9200,-27.9000,-24.9600,38.2640
5.8200,-33.2400,-37.5000,50.4480
6.7200,-30.1200,-35.6400,47.1440
6.0000,-28.5000,-31.2000,42.6810
7.9200,-27.9000,-24.9600,38.2640
7.2000,-26.2200,-18.5400,32.9100
6.7200,-30.1200,-35.6400,47.1440
6.0000,-28.5000,-31.2000,42.6810
7.9200,-27.9000,-24.9600,38.2640
7.2000,-26.2200,-18.5400,32.9100
7.3200,-24.7800,-14.4000,29.5800
6.0000,-28.5000,-31.2000,42.6810
7.9200,-27.9000,-24.9600,38.2640
7.2000,-26.2200,-18.5400,32.9100
7.3200,-24.7800,-14.4000,29.5800
8.5800,-23.4600,-17.2800,30.3740
7.9200,-27.9000,-24.9600,38.2640
7.2000,-26.2200,-18.5400,32.9100
7.3200,-24.7800,-14.4000,29.5800
8.5800,-23.4600,-17.2800,30.3740
10.6800,-23.9400,-23.7000,35.3390
7.2000,-26.2200,-18.5400,32.9100
7.3200,-24.7800,-14.4000,29.5800
8.5800,-23.4600,-17.2800,30.3740
10.6800,-23.9400,-23.7000,35.3390
10.3800,-26.5800,-26.8800,39.2020
7.3200,-24.7800,-14.4000,29.5800
8.5800,-23.4600,-17.2800,30.3740
10.6800,-23.9400,-23.7000,35.3390
10.3800,-26.5800,-26.8800,39.2020
11.5200,-28.4400,-28.1400,41.6340
8.5800,-23.4600,-17.2800,30.3740
10.6800,-23.9400,-23.7000,35.3390
10.3800,-26.5800,-26.8800,39.2020
11.5200,-28.4400,-28.1400,41.6340
11.4000,-31.3200,-31.3200,45.7370
10.6800,-23.9400,-23.7000,35.3390
10.3800,-26.5800,-26.8800,39.2020
11.5200,-28.4400,-28.1400,41.6340
11.4000,-31.3200,-31.3200,45.7370
11.6400,-33.3000,-32.2800,47.8160
10.3800,-26.5800,-26.8800,39.2020
11.5200,-28.4400,-28.1400,41.6340
11.4000,-31.3200,-31.3200,45.7370
11.6400,-33.3000,-32.2800,47.8160
10.4400,-34.3800,-31.2000,47.5860
11.5200,-28.4400,-28.1400,41.6340
11.4000,-31.3200,-31.3200,45.7370
11.6400,-33.3000,-32.2800,47.8160
10.4400,-34.3800,-31.2000,47.5860
8.6400,-34.9200,-30.1800,46.9560
11.4000,-31.3200,-31.3200,45.7370
11.6400,-33.3000,-32.2800,47.8160
10.4400,-34.3800,-31.2000,47.5860
8.6400,-34.9200,-30.1800,46.9560
5.1000,-36.7800,-27.0600,45.9460
11.6400,-33.3000,-32.2800,47.8160
10.4400,-34.3800,-31.2000,47.5860
8.6400,-34.9200,-30.1800,46.9560
5.1000,-36.7800,-27.0600,45.9460
2.7000,-37.0800,-21.9000,43.1490
10.4400,-34.3800,-31.2000,47.5860
8.6400,-34.9200,-30.1800,46.9560
5.1000,-36.7800,-27.0600,45.9460
2.7000,-37.0800,-21.9000,43.1490
-0.2400,-32.3400,-17.7600,36.8960
8.6400,-34.9200,-30.1800,46.9560
5.1000,-36.7800,-27.0600,45.9460
2.7000,-37.0800,-21.9000,43.1490
-0.2400,-32.3400,-17.7600,36.8960
0.3600,-26.2200,-15.7200,30.5730
5.1000,-36.7800,-27.0600,45.9460
2.7000,-37.0800,-21.9000,43.1490
-0.2400,-32.3400,-17.7600,36.8960
0.3600,-26.2200,-15.7200,30.5730
-0.4800,-18.9600,-15.5400,24.5190
2.7000,-37.0800,-21.9000,43.1490
-0.2400,-32.3400,-17.7600,36.8960
0.3600,-26.2200,-15.7200,30.5730
-0.4800,-18.9600,-15.5400,24.5190
0.0600,-18.4800,-15.9600,24.4180
-0.2400,-32.3400,-17.7600,36.8960
0.3600,-26.2200,-15.7200,30.5730
-0.4800,-18.9600,-15.5400,24.5190
0.0600,-18.4800,-15.9600,24.4180
1.1400,-23.2800,-15.2400,27.8480
0.3600,-26.2200,-15.7200,30.5730
-0.4800,-18.9600,-15.5400,24.5190
0.0600,-18.4800,-15.9600,24.4180
1.1400,-23.2800,-15.2400,27.8480
0.9600,-28.3200,-15.7200,32.4050
-0.4800,-18.9600,-15.5400,24.5190
0.0600,-18.4800,-15.9600,24.4180
1.1400,-23.2800,-15.2400,27.8480
0.9600,-28.3200,-15.7200,32.4050
0.4200,-34.3200,-16.2000,37.9540
0.0600,-18.4800,-15.9600,24.4180
1.1400,-23.2800,-15.2400,27.8480
0.9600,-28.3200,-15.7200,32.4050
0.4200,-34.3200,-16.2000,37.9540
3.4200,-38.1600,-18.0000,42.3310
1.1400,-23.2800,-15.2400,27.8480
0.9600,-28.3200,-15.7200,32.4050
0.4200,-34.3200,-16.2000,37.9540
3.4200,-38.1600,-18.0000,42.3310
8.8200,-36.9600,-21.3600,43.5900
0.9600,-28.3200,-15.7200,32.4050
0.4200,-34.3200,-16.2000,37.9540
3.4200,-38.1600,-18.0000,42.3310
8.8200,-36.9600,-21.3600,43.5900
16.8000,-32.8200,-23.5200,43.7330
0.4200,-34.3200,-16.2000,37.9540
3.4200,-38.1600,-18.0000,42.3310
8.8200,-36.9600,-21.3600,43.5900
16.8000,-32.8200,-23.5200,43.7330
20.1000,-31.7400,-21.9600,43.5160
3.4200,-38.1600,-18.0000,42.3310
8.8200,-36.9600,-21.3600,43.5900
16.8000,-32.8200,-23.5200,43.7330
20.1000,-31.7400,-21.9600,43.5160
25.7400,-28.8000,-16.6200,42.0500
8.8200,-36.9600,-21.3600,43.5900
16.8000,-32.8200,-23.5200,43.7330
20.1000,-31.7400,-21.9600,43.5160
25.7400,-28.8000,-16.6200,42.0500
29.2200,-26.1600,-14.5200,41.8210
16.8000,-32.8200,-23.5200,43.7330
20.1000,-31.7400,-21.9600,43.5160
25.7400,-28.8000,-16.6200,42.0500
29.2200,-26.1600,-14.5200,41.8210
28.6200,-25.5000,-16.6200,41.7800
20.1000,-31.7400,-21.9600,43.5160
25.7400,-28.8000,-16.6200,42.0500
29.2200,-26.1600,-14.5200,41.8210
28.6200,-25.5000,-16.6200,41.7800
24.5400,-26.4000,-21.3600,41.8980
25.7400,-28.8000,-16.6200,42.0500
29.2200,-26.1600,-14.5200,41.8210
28.6200,-25.5000,-16.6200,41.7800
24.5400,-26.4000,-21.3600,41.8980
21.7800,-26.2200,-23.9400,41.6530
29.2200,-26.1600,-14.5200,41.8210
28.6200,-25.5000,-16.6200,41.7800
24.5400,-26.4000,-21.3600,41.8980
21.7800,-26.2200,-23.9400,41.6530
18.8400,-26.4600,-25.5600,41.3330
28.6200,-25.5000,-16.6200,41.7800
24.5400,-26.4000,-21.3600,41.8980
21.7800,-26.2200,-23.9400,41.6530
18.8400,-26.4600,-25.5600,41.3330
17.0400,-26.8200,-27.1200,41.7750
24.5400,-26.4000,-21.3600,41.8980
21.7800,-26.2200,-23.9400,41.6530
18.8400,-26.4600,-25.5600,41.3330
17.0400,-26.8200,-27.1200,41.7750
15.7800,-28.0200,-28.9200,43.2490
21.7800,-26.2200,-23.9400,41.6530
18.8400,-26.4600,-25.5600,41.3330
17.0400,-26.8200,-27.1200,41.7750
15.7800,-28.0200,-28.9200,43.2490
11.5200,-28.0800,-34.2000,45.7260
18.8400,-26.4600,-25.5600,41.3330
17.0400,-26.8200,-27.1200,41.7750
15.7800,-28.0200,-28.9200,43.2490
11.5200,-28.0800,-34.2000,45.7260
8.4600,-27.9000,-36.1800,46.4650
17.0400,-26.8200,-27.1200,41.7750
15.7800,-28.0200,-28.9200,43.2490
11.5200,-28.0800,-34.2000,45.7260
8.4600,-27.9000,-36.1800,46.4650
3.8400,-26.9400,-37.2000,46.0910
15.7800,-28.0200,-28.9200,43.2490
11.5200,-28.0800,-34.2000,45.7260
8.4600,-27.9000,-36.1800,46.4650
3.8400,-26.9400,-37.2000,46.0910
1.5000,-25.0800,-36.9000,44.6420
11.5200,-28.0800,-34.2000,45.7260
8.4600,-27.9000,-36.1800,46.4650
3.8400,-26.9400,-37.2000,46.0910
1.5000,-25.0800,-36.9000,44.6420
-1.4400,-23.4000,-36.1800,43.1120
8.4600,-27.9000,-36.1800,46.4650
3.8400,-26.9400,-37.2000,46.0910
1.5000,-25.0800,-36.9000,44.6420
-1.4400,-23.4000,-36.1800,43.1120
-1.6200,-24.5400,-37.1400,44.5450
3.8400,-26.9400,-37.2000,46.0910
1.5000,-25.0800,-36.9000,44.6420
-1.4400,-23.4000,-36.1800,43.1120
-1.6200,-24.5400,-37.1400,44.5450
-1.2600,-27.0000,-34.1400,43.5450
1.5000,-25.0800,-36.9000,44.6420
-1.4400,-23.4000,-36.1800,43.1120
-1.6200,-24.5400,-37.1400,44.5450
-1.2600,-27.0000,-34.1400,43.5450
-0.1800,-28.4400,-30.3000,41.5570
-1.4400,-23.4000,-36.1800,43.1120
-1.6200,-24.5400,-37.1400,44.5450
-1.2600,-27.0000,-34.1400,43.5450
-0.1800,-28.4400,-30.3000,41.5570
2.2800,-28.1400,-23.1000,36.4780
-1.6200,-24.5400,-37.1400,44.5450
-1.2600,-27.0000,-34.1400,43.5450
-0.1800,-28.4400,-30.3000,41.5570
2.2800,-28.1400,-23.1000,36.4780
6.0600,-30.3600,-15.2400,34.5070
-1.2600,-27.0000,-34.1400,43.5450
-0.1800,-28.4400,-30.3000,41.5570
2.2800,-28.1400,-23.1000,36.4780
6.0600,-30.3600,-15.2400,34.5070
8.3400,-36.4200,-9.9000,38.6520
-0.1800,-28.4400,-30.3000,41.5570
2.2800,-28.1400,-23.1000,36.4780
6.0600,-30.3600,-15.2400,34.5070
8.3400,-36.4200,-9.9000,38.6520
10.3800,-41.3400,-10.8000,43.9700
2.2800,-28.1400,-23.1000,36.4780
6.0600,-30.3600,-15.2400,34.5070
8.3400,-36.4200,-9.9000,38.6520
10.3800,-41.3400,-10.8000,43.9700
11.2800,-45.3600,-17.5200,49.9170
6.0600,-30.3600,-15.2400,34.5070
8.3400,-36.4200,-9.9000,38.6520
10.3800,-41.3400,-10.8000,43.9700
11.2800,-45.3600,-17.5200,49.9170
13.6800,-45.7800,-21.8400,52.5350
8.3400,-36.4200,-9.9000,38.6520
10.3800,-41.3400,-10.8000,43.9700
11.2800,-45.3600,-17.5200,49.9170
13.6800,-45.7800,-21.8400,52.5350
11.8200,-43.5000,-27.8400,52.9810
10.3800,-41.3400,-10.8000,43.9700
11.2800,-45.3600,-17.5200,49.9170
13.6800,-45.7800,-21.8400,52.5350
11.8200,-43.5000,-27.8400,52.9810
12.5400,-38.7000,-30.3000,50.7250
11.2800,-45.3600,-17.5200,49.9170
13.6800,-45.7800,-21.8400,52.5350
11.8200,-43.5000,-27.8400,52.9810
12.5400,-38.7000,-30.3000,50.7250
10.9200,-31.6200,-32.8800,46.9060
13.6800,-45.7800,-21.8400,52.5350
11.8200,-43.5000,-27.8400,52.9810
12.5400,-38.7000,-30.3000,50.7250
10.9200,-31.6200,-32.8800,46.9060
10.9200,-32.9400,-34.2000,48.7230
11.8200,-43.5000,-27.8400,52.9810
12.5400,-38.7000,-30.3000,50.7250
10.9200,-31.6200,-32.8800,46.9060
10.9200,-32.9400,-34.2000,48.7230
10.2600,-41.0400,-33.1200,53.7260
12.5400,-38.7000,-30.3000,50.7250
10.9200,-31.6200,-32.8800,46.9060
10.9200,-32.9400,-34.2000,48.7230
10.2600,-41.0400,-33.1200,53.7260
14.8800,-44.2200,-34.0200,57.7420
10.9200,-31.6200,-32.8800,46.9060
10.9200,-32.9400,-34.2000,48.7230
10.2600,-41.0400,-33.1200,53.7260
14.8800,-44.2200,-34.0200,57.7420
36.0000,-36.0600,-39.9600,64.7540
10.9200,-32.9400,-34.2000,48.7230
10.2600,-41.0400,-33.1200,53.7260
14.8800,-44.2200,-34.0200,57.7420
36.0000,-36.0600,-39.9600,64.7540
46.2600,-16.8000,-41.1600,64.1590
10.2600,-41.0400,-33.1200,53.7260
14.8800,-44.2200,-34.0200,57.7420
36.0000,-36.0600,-39.9600,64.7540
46.2600,-16.8000,-41.1600,64.1590
46.2000,10.9800,-35.1600,59.0870
14.8800,-44.2200,-34.0200,57.7420
36.0000,-36.0600,-39.9600,64.7540
46.2600,-16.8000,-41.1600,64.1590
46.2000,10.9800,-35.1600,59.0870
41.1000,22.8000,-22.9200,52.2910
36.0000,-36.0600,-39.9600,64.7540
46.2600,-16.8000,-41.1600,64.1590
46.2000,10.9800,-35.1600,59.0870
41.1000,22.8000,-22.9200,52.2910
38.4000,18.7800,-15.7200,45.5450
46.2600,-16.8000,-41.1600,64.1590
46.2000,10.9800,-35.1600,59.0870
41.1000,22.8000,-22.9200,52.2910
38.4000,18.7800,-15.7200,45.5450
37.0200,13.5600,-15.6600,42.4220
46.2000,10.9800,-35.1600,59.0870
41.1000,22.8000,-22.9200,52.2910
38.4000,18.7800,-15.7200,45.5450
37.0200,13.5600,-15.6600,42.4220
34.8600,3.4800,-17.8200,39.3050
41.1000,22.8000,-22.9200,52.2910
38.4000,18.7800,-15.7200,45.5450
37.0200,13.5600,-15.6600,42.4220
34.8600,3.4800,-17.8200,39.3050
32.7600,-0.5400,-23.8200,40.5080
38.4000,18.7800,-15.7200,45.5450
37.0200,13.5600,-15.6600,42.4220
34.8600,3.4800,-17.8200,39.3050
32.7600,-0.5400,-23.8200,40.5080
31.7400,2.6400,-26.7600,41.5990
37.0200,13.5600,-15.6600,42.4220
34.8600,3.4800,-17.8200,39.3050
32.7600,-0.5400,-23.8200,40.5080
31.7400,2.6400,-26.7600,41.5990
30.3600,7.5000,-27.4800,41.6310
34.8600,3.4800,-17.8200,39.3050
32.7600,-0.5400,-23.8200,40.5080
31.7400,2.6400,-26.7600,41.5990
30.3600,7.5000,-27.4800,41.6310
30.0000,10.1400,-25.7400,40.8090
32.7600,-0.5400,-23.8200,40.5080
31.7400,2.6400,-26.7600,41.5990
30.3600,7.5000,-27.4800,41.6310
30.0000,10.1400,-25.7400,40.8090
29.8200,6.5400,-21.3600,37.2590
31.7400,2.6400,-26.7600,41.5990
30.3600,7.5000,-27.4800,41.6310
30.0000,10.1400,-25.7400,40.8090
29.8200,6.5400,-21.3600,37.2590
29.7600,3.5400,-19.4400,35.7230
30.3600,7.5000,-27.4800,41.6310
30.0000,10.1400,-25.7400,40.8090
29.8200,6.5400,-21.3600,37.2590
29.7600,3.5400,-19.4400,35.7230
29.4600,-1.7400,-17.1000,34.1080
30.0000,10.1400,-25.7400,40.8090
29.8200,6.5400,-21.3600,37.2590
29.7600,3.5400,-19.4400,35.7230
29.4600,-1.7400,-17.1000,34.1080
28.8000,-6.1200,-16.7400,33.8690
29.8200,6.5400,-21.3600,37.2590
29.7600,3.5400,-19.4400,35.7230
29.4600,-1.7400,-17.1000,34.1080
28.8000,-6.1200,-16.7400,33.8690
28.0800,-8.2200,-17.7600,34.2270
29.7600,3.5400,-19.4400,35.7230
29.4600,-1.7400,-17.1000,34.1080
28.8000,-6.1200,-16.7400,33.8690
28.0800,-8.2200,-17.7600,34.2270
28.4400,-6.1200,-18.6600,34.5610
29.4600,-1.7400,-17.1000,34.1080
28.8000,-6.1200,-16.7400,33.8690
28.0800,-8.2200,-17.7600,34.2270
28.4400,-6.1200,-18.6600,34.5610
28.1400,-0.6600,-19.0200,33.9710
28.8000,-6.1200,-16.7400,33.8690
28.0800,-8.2200,-17.7600,34.2270
28.4400,-6.1200,-18.6600,34.5610
28.1400,-0.6600,-19.0200,33.9710
29.2200,7.1400,-18.4200,35.2720
28.0800,-8.2200,-17.7600,34.2270
28.4400,-6.1200,-18.6600,34.5610
28.1400,-0.6600,-19.0200,33.9710
29.2200,7.1400,-18.4200,35.2720
31.1400,10.0800,-16.8000,36.7910
28.4400,-6.1200,-18.6600,34.5610
28.1400,-0.6600,-19.0200,33.9710
29.2200,7.1400,-18.4200,35.2720
31.1400,10.0800,-16.8000,36.7910
31.4400,8.2200,-14.5800,35.6180
28.1400,-0.6600,-19.0200,33.9710
29.2200,7.1400,-18.4200,35.2720
31.1400,10.0800,-16.8000,36.7910
31.4400,8.2200,-14.5800,35.6180
30.4200,3.2400,-12.3000,32.9720
29.2200,7.1400,-18.4200,35.2720
31.1400,10.0800,-16.8000,36.7910
31.4400,8.2200,-14.5800,35.6180
30.4200,3.2400,-12.3000,32.9720
28.0800,-2.8800,-16.9800,32.9410
31.1400,10.0800,-16.8000,36.7910
31.4400,8.2200,-14.5800,35.6180
30.4200,3.2400,-12.3000,32.9720
28.0800,-2.8800,-16.9800,32.9410
25.8600,-4.1400,-24.6000,35.9310
31.4400,8.2200,-14.5800,35.6180
30.4200,3.2400,-12.3000,32.9720
28.0800,-2.8800,-16.9800,32.9410
25.8600,-4.1400,-24.6000,35.9310
22.5600,-3.1200,-31.5600,38.9190
30.4200,3.2400,-12.3000,32.9720
28.0800,-2.8800,-16.9800,32.9410
25.8600,-4.1400,-24.6000,35.9310
22.5600,-3.1200,-31.5600,38.9190
18.4200,3.4200,-34.3200,39.1010
28.0800,-2.8800,-16.9800,32.9410
25.8600,-4.1400,-24.6000,35.9310
22.5600,-3.1200,-31.5600,38.9190
18.4200,3.4200,-34.3200,39.1010
13.3800,10.5000,-33.2400,37.3390
25.8600,-4.1400,-24.6000,35.9310
22.5600,-3.1200,-31.5600,38.9190
18.4200,3.4200,-34.3200,39.1010
13.3800,10.5000,-33.2400,37.3390
5.3400,18.3600,-28.0800,33.9720
22.5600,-3.1200,-31.5600,38.9190
18.4200,3.4200,-34.3200,39.1010
13.3800,10.5000,-33.2400,37.3390
5.3400,18.3600,-28.0800,33.9720
1.0800,20.9400,-27.3000,34.4230
18.4200,3.4200,-34.3200,39.1010
13.3800,10.5000,-33.2400,37.3390
5.3400,18.3600,-28.0800,33.9720
1.0800,20.9400,-27.3000,34.4230
-0.3000,20.1000,-29.2800,35.5160
13.3800,10.5000,-33.2400,37.3390
5.3400,18.3600,-28.0800,33.9720
1.0800,20.9400,-27.3000,34.4230
-0.3000,20.1000,-29.2800,35.5160
0.1800,17.5200,-30.1800,34.8970
5.3400,18.3600,-28.0800,33.9720
1.0800,20.9400,-27.3000,34.4230
-0.3000,20.1000,-29.2800,35.5160
0.1800,17.5200,-30.1800,34.8970
-0.7800,15.7800,-29.9400,33.8530
1.0800,20.9400,-27.3000,34.4230
-0.3000,20.1000,-29.2800,35.5160
0.1800,17.5200,-30.1800,34.8970
-0.7800,15.7800,-29.9400,33.8530
-3.0600,19.9200,-29.5200,35.7440
-0.3000,20.1000,-29.2800,35.5160
0.1800,17.5200,-30.1800,34.8970
-0.7800,15.7800,-29.9400,33.8530
-3.0600,19.9200,-29.5200,35.7440
-5.2800,26.5200,-31.2000,41.2870
0.1800,17.5200,-30.1800,34.8970
-0.7800,15.7800,-29.9400,33.8530
-3.0600,19.9200,-29.5200,35.7440
-5.2800,26.5200,-31.2000,41.2870
-5.2800,28.7400,-33.0600,44.1230
-0.7800,15.7800,-29.9400,33.8530
-3.0600,19.9200,-29.5200,35.7440
-5.2800,26.5200,-31.2000,41.2870
-5.2800,28.7400,-33.0600,44.1230
-7.2000,27.7800,-40.4400,49.5880
-3.0600,19.9200,-29.5200,35.7440
-5.2800,26.5200,-31.2000,41.2870
-5.2800,28.7400,-33.0600,44.1230
-7.2000,27.7800,-40.4400,49.5880
-7.2000,27.9600,-49.6200,57.4090
-5.2800,26.5200,-31.2000,41.2870
-5.2800,28.7400,-33.0600,44.1230
-7.2000,27.7800,-40.4400,49.5880
-7.2000,27.9600,-49.6200,57.4090
-7.6800,32.0400,-54.6000,63.7710
-5.2800,28.7400,-33.0600,44.1230
-7.2000,27.7800,-40.4400,49.5880
-7.2000,27.9600,-49.6200,57.4090
-7.6800,32.0400,-54.6000,63.7710
-6.3000,35.4600,-52.8000,63.9140
-7.2000,27.7800,-40.4400,49.5880
-7.2000,27.9600,-49.6200,57.4090
-7.6800,32.0400,-54.6000,63.7710
-6.3000,35.4600,-52.8000,63.9140
-2.4000,35.5200,-45.4800,57.7570
-7.2000,27.9600,-49.6200,57.4090
-7.6800,32.0400,-54.6000,63.7710
-6.3000,35.4600,-52.8000,63.9140
-2.4000,35.5200,-45.4800,57.7570
4.0200,31.9800,-38.2800,50.0420
-7.6800,32.0400,-54.6000,63.7710
-6.3000,35.4600,-52.8000,63.9140
-2.4000,35.5200,-45.4800,57.7570
4.0200,31.9800,-38.2800,50.0420
8.6400,28.4400,-33.7800,44.9950
-6.3000,35.4600,-52.8000,63.9140
-2.4000,35.5200,-45.4800,57.7570
4.0200,31.9800,-38.2800,50.0420
8.6400,28.4400,-33.7800,44.9950
15.7800,25.0800,-26.7600,39.9260
-2.4000,35.5200,-45.4800,57.7570
4.0200,31.9800,-38.2800,50.0420
8.6400,28.4400,-33.7800,44.9950
15.7800,25.0800,-26.7600,39.9260
21.1800,24.6000,-20.7600,38.5320
4.0200,31.9800,-38.2800,50.0420
8.6400,28.4400,-33.7800,44.9950
15.7800,25.0800,-26.7600,39.9260
21.1800,24.6000,-20.7600,38.5320
21.7200,25.1400,-19.4400,38.4930
8.6400,28.4400,-33.7800,44.9950
15.7800,25.0800,-26.7600,39.9260
21.1800,24.6000,-20.7600,38.5320
21.7200,25.1400,-19.4400,38.4930
20.1600,25.4400,-18.9000,37.5610
15.7800,25.0800,-26.7600,39.9260
21.1800,24.6000,-20.7600,38.5320
21.7200,25.1400,-19.4400,38.4930
20.1600,25.4400,-18.9000,37.5610
15.4800,27.4800,-14.6400,34.7720
21.1800,24.6000,-20.7600,38.5320
21.7200,25.1400,-19.4400,38.4930
20.1600,25.4400,-18.9000,37.5610
15.4800,27.4800,-14.6400,34.7720
9.6600,31.3200,-10.2600,34.3440
21.7200,25.1400,-19.4400,38.4930
20.1600,25.4400,-18.9000,37.5610
15.4800,27.4800,-14.6400,34.7720
9.6600,31.3200,-10.2600,34.3440
3.6600,32.8800,-8.3400,34.1180
20.1600,25.4400,-18.9000,37.5610
15.4800,27.4800,-14.6400,34.7720
9.6600,31.3200,-10.2600,34.3440
3.6600,32.8800,-8.3400,34.1180
1.9200,30.6000,-9.1800,32.0050
15.4800,27.4800,-14.6400,34.7720
9.6600,31.3200,-10.2600,34.3440
3.6600,32.8800,-8.3400,34.1180
1.9200,30.6000,-9.1800,32.0050
-1.9200,26.8200,-13.3800,30.0340
9.6600,31.3200,-10.2600,34.3440
3.6600,32.8800,-8.3400,34.1180
1.9200,30.6000,-9.1800,32.0050
-1.9200,26.8200,-13.3800,30.0340
-6.5400,23.7000,-15.6600,29.1500
3.6600,32.8800,-8.3400,34.1180
1.9200,30.6000,-9.1800,32.0050
-1.9200,26.8200,-13.3800,30.0340
-6.5400,23.7000,-15.6600,29.1500
-9.9000,23.4600,-14.8800,29.4920
1.9200,30.6000,-9.1800,32.0050
-1.9200,26.8200,-13.3800,30.0340
-6.5400,23.7000,-15.6600,29.1500
-9.9000,23.4600,-14.8800,29.4920
-11.6400,25.1400,-12.6000,30.4350
-1.9200,26.8200,-13.3800,30.0340
-6.5400,23.7000,-15.6600,29.1500
-9.9000,23.4600,-14.8800,29.4920
-11.6400,25.1400,-12.6000,30.4350
-14.1000,30.3600,-9.3600,34.7580
-6.5400,23.7000,-15.6600,29.1500
-9.9000,23.4600,-14.8800,29.4920
-11.6400,25.1400,-12.6000,30.4350
-14.1000,30.3600,-9.3600,34.7580
-14.9400,36.6600,-8.1600,40.4200
-9.9000,23.4600,-14.8800,29.4920
-11.6400,25.1400,-12.6000,30.4350
-14.1000,30.3600,-9.3600,34.7580
-14.9400,36.6600,-8.1600,40.4200
-19.0800,38.8800,-10.3800,44.5360
-11.6400,25.1400,-12.6000,30.4350
-14.1000,30.3600,-9.3600,34.7580
-14.9400,36.6600,-8.1600,40.4200
-19.0800,38.8800,-10.3800,44.5360
-19.5600,37.7400,-15.4200,45.2180
-14.1000,30.3600,-9.3600,34.7580
-14.9400,36.6600,-8.1600,40.4200
-19.0800,38.8800,-10.3800,44.5360
-19.5600,37.7400,-15.4200,45.2180
-18.3000,33.2400,-22.3200,44.0220
-14.9400,36.6600,-8.1600,40.4200
-19.0800,38.8800,-10.3800,44.5360
-19.5600,37.7400,-15.4200,45.2180
-18.3000,33.2400,-22.3200,44.0220
-14.6400,31.1400,-29.5200,45.3370
-19.0800,38.8800,-10.3800,44.5360
-19.5600,37.7400,-15.4200,45.2180
-18.3000,33.2400,-22.3200,44.0220
-14.6400,31.1400,-29.5200,45.3370
-10.8000,33.8400,-40.6200,53.9610
-19.5600,37.7400,-15.4200,45.2180
-18.3000,33.2400,-22.3200,44.0220
-14.6400,31.1400,-29.5200,45.3370
-10.8000,33.8400,-40.6200,53.9610
-5.1000,42.1800,-45.9000,62.5460
-18.3000,33.2400,-22.3200,44.0220
-14.6400,31.1400,-29.5200,45.3370
-10.8000,33.8400,-40.6200,53.9610
-5.1000,42.1800,-45.9000,62.5460
-3.5400,47.1000,-42.7200,63.6860
-14.6400,31.1400,-29.5200,45.3370
-10.8000,33.8400,-40.6200,53.9610
-5.1000,42.1800,-45.9000,62.5460
-3.5400,47.1000,-42.7200,63.6860
-6.2400,46.2600,-38.6400,60.5970
-10.8000,33.8400,-40.6200,53.9610
-5.1000,42.1800,-45.9000,62.5460
-3.5400,47.1000,-42.7200,63.6860
-6.2400,46.2600,-38.6400,60.5970
-12.6000,39.6600,-36.2400,55.1820
-5.1000,42.1800,-45.9000,62.5460
-3.5400,47.1000,-42.7200,63.6860
-6.2400,46.2600,-38.6400,60.5970
-12.6000,39.6600,-36.2400,55.1820
-14.2200,33.3000,-32.2800,48.5090
-3.5400,47.1000,-42.7200,63.6860
-6.2400,46.2600,-38.6400,60.5970
-12.6000,39.6600,-36.2400,55.1820
-14.2200,33.3000,-32.2800,48.5090
-14.1600,28.8000,-26.4000,41.5560
-6.2400,46.2600,-38.6400,60.5970
-12.6000,39.6600,-36.2400,55.1820
-14.2200,33.3000,-32.2800,48.5090
-14.1600,28.8000,-26.4000,41.5560
-13.8000,27.3600,-22.2600,37.8750
-12.6000,39.6600,-36.2400,55.1820
-14.2200,33.3000,-32.2800,48.5090
-14.1600,28.8000,-26.4000,41.5560
-13.8000,27.3600,-22.2600,37.8750
-13.8000,27.4800,-16.6200,34.9540
-14.2200,33.3000,-32.2800,48.5090
-14.1600,28.8000,-26.4000,41.5560
-13.8000,27.3600,-22.2600,37.8750
-13.8000,27.4800,-16.6200,34.9540
-14.8800,28.8600,-13.7400,35.2580
-14.1600,28.8000,-26.4000,41.5560
-13.8000,27.3600,-22.2600,37.8750
-13.8000,27.4800,-16.6200,34.9540
-14.8800,28.8600,-13.7400,35.2580
