X,Y,Z,F
-15.2400,43.5600,5.8200,46.5150
-15.2400,42.0000,-3.6000,44.8240
-15.5400,36.0600,-3.5400,39.4250
-16.0800,35.9400,0.8400,39.3820
-15.2400,43.5600,5.8200,46.5150
-12.1200,51.6600,4.7400,53.2740
-15.5400,36.0600,-3.5400,39.4250
-16.0800,35.9400,0.8400,39.3820
-15.2400,43.5600,5.8200,46.5150
-12.1200,51.6600,4.7400,53.2740
-10.8600,53.9400,1.3200,55.0380
-16.0800,35.9400,0.8400,39.3820
-15.2400,43.5600,5.8200,46.5150
-12.1200,51.6600,4.7400,53.2740
-10.8600,53.9400,1.3200,55.0380
-9.5400,49.5600,-3.4800,50.5900
-15.2400,43.5600,5.8200,46.5150
-12.1200,51.6600,4.7400,53.2740
-10.8600,53.9400,1.3200,55.0380
-9.5400,49.5600,-3.4800,50.5900
-13.2000,43.2000,-1.1400,45.1860
-12.1200,51.6600,4.7400,53.2740
-10.8600,53.9400,1.3200,55.0380
-9.5400,49.5600,-3.4800,50.5900
-13.2000,43.2000,-1.1400,45.1860
-16.1400,42.6600,4.0200,45.7880
-10.8600,53.9400,1.3200,55.0380
-9.5400,49.5600,-3.4800,50.5900
-13.2000,43.2000,-1.1400,45.1860
-16.1400,42.6600,4.0200,45.7880
-21.0000,48.1800,9.8400,53.4710
-9.5400,49.5600,-3.4800,50.5900
-13.2000,43.2000,-1.1400,45.1860
-16.1400,42.6600,4.0200,45.7880
-21.0000,48.1800,9.8400,53.4710
-23.7600,52.5000,10.9200,58.6520
-13.2000,43.2000,-1.1400,45.1860
-16.1400,42.6600,4.0200,45.7880
-21.0000,48.1800,9.8400,53.4710
-23.7600,52.5000,10.9200,58.6520
-24.9000,57.1800,13.7400,63.8620
-16.1400,42.6600,4.0200,45.7880
-21.0000,48.1800,9.8400,53.4710
-23.7600,52.5000,10.9200,58.6520
-24.9000,57.1800,13.7400,63.8620
-23.8800,59.1000,18.6600,66.4170
-21.0000,48.1800,9.8400,53.4710
-23.7600,52.5000,10.9200,58.6520
-24.9000,57.1800,13.7400,63.8620
-23.8800,59.1000,18.6600,66.4170
-17.6400,63.4200,26.0400,70.7910
-23.7600,52.5000,10.9200,58.6520
-24.9000,57.1800,13.7400,63.8620
-23.8800,59.1000,18.6600,66.4170
-17.6400,63.4200,26.0400,70.7910
-13.4400,65.7600,26.4000,72.1250
-24.9000,57.1800,13.7400,63.8620
-23.8800,59.1000,18.6600,66.4170
-17.6400,63.4200,26.0400,70.7910
-13.4400,65.7600,26.4000,72.1250
-6.1200,65.9400,16.4400,68.2340
-23.8800,59.1000,18.6600,66.4170
-17.6400,63.4200,26.0400,70.7910
-13.4400,65.7600,26.4000,72.1250
-6.1200,65.9400,16.4400,68.2340
-3.0000,61.5600,6.9600,62.0250
-17.6400,63.4200,26.0400,70.7910
-13.4400,65.7600,26.4000,72.1250
-6.1200,65.9400,16.4400,68.2340
-3.0000,61.5600,6.9600,62.0250
1.2600,51.0600,-5.0400,51.3240
-13.4400,65.7600,26.4000,72.1250
-6.1200,65.9400,16.4400,68.2340
-3.0000,61.5600,6.9600,62.0250
1.2600,51.0600,-5.0400,51.3240
4.0200,45.8400,-7.2000,46.5760
-6.1200,65.9400,16.4400,68.2340
-3.0000,61.5600,6.9600,62.0250
1.2600,51.0600,-5.0400,51.3240
4.0200,45.8400,-7.2000,46.5760
7.6200,47.0400,-7.3800,48.2210
-3.0000,61.5600,6.9600,62.0250
1.2600,51.0600,-5.0400,51.3240
4.0200,45.8400,-7.2000,46.5760
7.6200,47.0400,-7.3800,48.2210
8.5200,51.2400,-7.8600,52.5350
1.2600,51.0600,-5.0400,51.3240
4.0200,45.8400,-7.2000,46.5760
7.6200,47.0400,-7.3800,48.2210
8.5200,51.2400,-7.8600,52.5350
8.1000,51.2400,-5.5200,52.1690
4.0200,45.8400,-7.2000,46.5760
7.6200,47.0400,-7.3800,48.2210
8.5200,51.2400,-7.8600,52.5350
8.1000,51.2400,-5.5200,52.1690
6.3600,53.6400,3.1800,54.1090
7.6200,47.0400,-7.3800,48.2210
8.5200,51.2400,-7.8600,52.5350
8.1000,51.2400,-5.5200,52.1690
6.3600,53.6400,3.1800,54.1090
5.4000,58.1400,7.3800,58.8550
8.5200,51.2400,-7.8600,52.5350
8.1000,51.2400,-5.5200,52.1690
6.3600,53.6400,3.1800,54.1090
5.4000,58.1400,7.3800,58.8550
-0.1200,63.9600,5.8800,64.2300
8.1000,51.2400,-5.5200,52.1690
6.3600,53.6400,3.1800,54.1090
5.4000,58.1400,7.3800,58.8550
-0.1200,63.9600,5.8800,64.2300
-5.2800,64.0200,0.7200,64.2410
6.3600,53.6400,3.1800,54.1090
5.4000,58.1400,7.3800,58.8550
-0.1200,63.9600,5.8800,64.2300
-5.2800,64.0200,0.7200,64.2410
-8.7000,57.3600,-6.7800,58.4110
5.4000,58.1400,7.3800,58.8550
-0.1200,63.9600,5.8800,64.2300
-5.2800,64.0200,0.7200,64.2410
-8.7000,57.3600,-6.7800,58.4110
-10.8000,49.4400,-8.2800,51.2790
-0.1200,63.9600,5.8800,64.2300
-5.2800,64.0200,0.7200,64.2410
-8.7000,57.3600,-6.7800,58.4110
-10.8000,49.4400,-8.2800,51.2790
-11.4600,41.1600,-1.3200,42.7460
-5.2800,64.0200,0.7200,64.2410
-8.7000,57.3600,-6.7800,58.4110
-10.8000,49.4400,-8.2800,51.2790
-11.4600,41.1600,-1.3200,42.7460
-11.0400,40.3800,4.5000,42.1030
-8.7000,57.3600,-6.7800,58.4110
-10.8000,49.4400,-8.2800,51.2790
-11.4600,41.1600,-1.3200,42.7460
-11.0400,40.3800,4.5000,42.1030
-8.1600,44.2200,7.2600,45.5490
-10.8000,49.4400,-8.2800,51.2790
-11.4600,41.1600,-1.3200,42.7460
-11.0400,40.3800,4.5000,42.1030
-8.1600,44.2200,7.2600,45.5490
-7.2000,46.1400,5.0400,46.9700
-11.4600,41.1600,-1.3200,42.7460
-11.0400,40.3800,4.5000,42.1030
-8.1600,44.2200,7.2600,45.5490
-7.2000,46.1400,5.0400,46.9700
-2.4600,44.3400,3.5400,44.5490
-11.0400,40.3800,4.5000,42.1030
-8.1600,44.2200,7.2600,45.5490
-7.2000,46.1400,5.0400,46.9700
-2.4600,44.3400,3.5400,44.5490
0.4800,40.5600,7.4400,41.2400
-8.1600,44.2200,7.2600,45.5490
-7.2000,46.1400,5.0400,46.9700
-2.4600,44.3400,3.5400,44.5490
0.4800,40.5600,7.4400,41.2400
1.0200,38.3400,9.4800,39.5080
-7.2000,46.1400,5.0400,46.9700
-2.4600,44.3400,3.5400,44.5490
0.4800,40.5600,7.4400,41.2400
1.0200,38.3400,9.4800,39.5080
0.3600,36.9600,13.3200,39.2890
-2.4600,44.3400,3.5400,44.5490
0.4800,40.5600,7.4400,41.2400
1.0200,38.3400,9.4800,39.5080
0.3600,36.9600,13.3200,39.2890
-0.4200,38.2800,17.1600,41.9520
0.4800,40.5600,7.4400,41.2400
1.0200,38.3400,9.4800,39.5080
0.3600,36.9600,13.3200,39.2890
-0.4200,38.2800,17.1600,41.9520
-2.9400,46.2600,22.4400,51.4990
1.0200,38.3400,9.4800,39.5080
0.3600,36.9600,13.3200,39.2890
-0.4200,38.2800,17.1600,41.9520
-2.9400,46.2600,22.4400,51.4990
-5.0400,52.5600,23.1000,57.6330
0.3600,36.9600,13.3200,39.2890
-0.4200,38.2800,17.1600,41.9520
-2.9400,46.2600,22.4400,51.4990
-5.0400,52.5600,23.1000,57.6330
-8.7600,57.5400,17.9400,60.9050
-0.4200,38.2800,17.1600,41.9520
-2.9400,46.2600,22.4400,51.4990
-5.0400,52.5600,23.1000,57.6330
-8.7600,57.5400,17.9400,60.9050
-12.3600,55.8000,12.1200,58.4230
-2.9400,46.2600,22.4400,51.4990
-5.0400,52.5600,23.1000,57.6330
-8.7600,57.5400,17.9400,60.9050
-12.3600,55.8000,12.1200,58.4230
-18.1800,51.1200,6.0000,54.5870
-5.0400,52.5600,23.1000,57.6330
-8.7600,57.5400,17.9400,60.9050
-12.3600,55.8000,12.1200,58.4230
-18.1800,51.1200,6.0000,54.5870
-20.6400,48.8400,5.7000,53.3280
-8.7600,57.5400,17.9400,60.9050
-12.3600,55.8000,12.1200,58.4230
-18.1800,51.1200,6.0000,54.5870
-20.6400,48.8400,5.7000,53.3280
-18.8400,48.0600,10.6800,52.7140
-12.3600,55.8000,12.1200,58.4230
-18.1800,51.1200,6.0000,54.5870
-20.6400,48.8400,5.7000,53.3280
-18.8400,48.0600,10.6800,52.7140
-17.2200,48.3600,11.5800,52.6240
-18.1800,51.1200,6.0000,54.5870
-20.6400,48.8400,5.7000,53.3280
-18.8400,48.0600,10.6800,52.7140
-17.2200,48.3600,11.5800,52.6240
-13.0200,48.0600,4.9200,50.0350
-20.6400,48.8400,5.7000,53.3280
-18.8400,48.0600,10.6800,52.7140
-17.2200,48.3600,11.5800,52.6240
-13.0200,48.0600,4.9200,50.0350
-10.1400,47.9400,0.7200,49.0060
-18.8400,48.0600,10.6800,52.7140
-17.2200,48.3600,11.5800,52.6240
-13.0200,48.0600,4.9200,50.0350
-10.1400,47.9400,0.7200,49.0060
-7.4400,49.0200,-1.6800,49.6100
-17.2200,48.3600,11.5800,52.6240
-13.0200,48.0600,4.9200,50.0350
-10.1400,47.9400,0.7200,49.0060
-7.4400,49.0200,-1.6800,49.6100
-7.0800,49.6200,1.2000,50.1370
-13.0200,48.0600,4.9200,50.0350
-10.1400,47.9400,0.7200,49.0060
-7.4400,49.0200,-1.6800,49.6100
-7.0800,49.6200,1.2000,50.1370
-7.3200,51.4200,5.1600,52.1940
-10.1400,47.9400,0.7200,49.0060
-7.4400,49.0200,-1.6800,49.6100
-7.0800,49.6200,1.2000,50.1370
-7.3200,51.4200,5.1600,52.1940
-7.9800,51.6600,3.9000,52.4180
-7.4400,49.0200,-1.6800,49.6100
-7.0800,49.6200,1.2000,50.1370
-7.3200,51.4200,5.1600,52.1940
-7.9800,51.6600,3.9000,52.4180
-8.5800,48.1800,-2.8200,49.0190
-7.0800,49.6200,1.2000,50.1370
-7.3200,51.4200,5.1600,52.1940
-7.9800,51.6600,3.9000,52.4180
-8.5800,48.1800,-2.8200,49.0190
-10.2600,46.0800,-6.8400,47.7010
-7.3200,51.4200,5.1600,52.1940
-7.9800,51.6600,3.9000,52.4180
-8.5800,48.1800,-2.8200,49.0190
-10.2600,46.0800,-6.8400,47.7010
-13.2600,46.5000,-9.7200,49.3210
-7.9800,51.6600,3.9000,52.4180
-8.5800,48.1800,-2.8200,49.0190
-10.2600,46.0800,-6.8400,47.7010
-13.2600,46.5000,-9.7200,49.3210
-17.7000,46.0200,-9.6600,50.2440
-8.5800,48.1800,-2.8200,49.0190
-10.2600,46.0800,-6.8400,47.7010
-13.2600,46.5000,-9.7200,49.3210
-17.7000,46.0200,-9.6600,50.2440
-22.9200,44.4000,-8.2800,50.6480
-10.2600,46.0800,-6.8400,47.7010
-13.2600,46.5000,-9.7200,49.3210
-17.7000,46.0200,-9.6600,50.2440
-22.9200,44.4000,-8.2800,50.6480
-26.9400,44.2800,-4.8000,52.0530
-13.2600,46.5000,-9.7200,49.3210
-17.7000,46.0200,-9.6600,50.2440
-22.9200,44.4000,-8.2800,50.6480
-26.9400,44.2800,-4.8000,52.0530
-31.9200,47.3400,3.0600,57.1780
-17.7000,46.0200,-9.6600,50.2440
-22.9200,44.4000,-8.2800,50.6480
-26.9400,44.2800,-4.8000,52.0530
-31.9200,47.3400,3.0600,57.1780
-36.1200,52.6800,12.3600,65.0580
-22.9200,44.4000,-8.2800,50.6480
-26.9400,44.2800,-4.8000,52.0530
-31.9200,47.3400,3.0600,57.1780
-36.1200,52.6800,12.3600,65.0580
-37.1400,55.3200,17.7000,68.9420
-26.9400,44.2800,-4.8000,52.0530
-31.9200,47.3400,3.0600,57.1780
-36.1200,52.6800,12.3600,65.0580
-37.1400,55.3200,17.7000,68.9420
-35.8800,57.4800,26.8800,72.8960
-31.9200,47.3400,3.0600,57.1780
-36.1200,52.6800,12.3600,65.0580
-37.1400,55.3200,17.7000,68.9420
-35.8800,57.4800,26.8800,72.8960
-33.9000,57.4200,33.5400,74.6400
-36.1200,52.6800,12.3600,65.0580
-37.1400,55.3200,17.7000,68.9420
-35.8800,57.4800,26.8800,72.8960
-33.9000,57.4200,33.5400,74.6400
-25.0200,60.9000,36.9000,75.4750
-37.1400,55.3200,17.7000,68.9420
-35.8800,57.4800,26.8800,72.8960
-33.9000,57.4200,33.5400,74.6400
-25.0200,60.9000,36.9000,75.4750
-19.0200,61.6800,35.1600,73.5010
-35.8800,57.4800,26.8800,72.8960
-33.9000,57.4200,33.5400,74.6400
-25.0200,60.9000,36.9000,75.4750
-19.0200,61.6800,35.1600,73.5010
-10.3200,56.2200,25.5000,62.5890
-33.9000,57.4200,33.5400,74.6400
-25.0200,60.9000,36.9000,75.4750
-19.0200,61.6800,35.1600,73.5010
-10.3200,56.2200,25.5000,62.5890
-7.8600,49.3200,14.6400,52.0440
-25.0200,60.9000,36.9000,75.4750
-19.0200,61.6800,35.1600,73.5010
-10.3200,56.2200,25.5000,62.5890
-7.8600,49.3200,14.6400,52.0440
-5.8800,40.7400,1.0200,41.1750
-19.0200,61.6800,35.1600,73.5010
-10.3200,56.2200,25.5000,62.5890
-7.8600,49.3200,14.6400,52.0440
-5.8800,40.7400,1.0200,41.1750
-7.8600,38.7600,-2.7000,39.6410
-10.3200,56.2200,25.5000,62.5890
-7.8600,49.3200,14.6400,52.0440
-5.8800,40.7400,1.0200,41.1750
-7.8600,38.7600,-2.7000,39.6410
-9.1800,39.1800,-4.5600,40.4990
-7.8600,49.3200,14.6400,52.0440
-5.8800,40.7400,1.0200,41.1750
-7.8600,38.7600,-2.7000,39.6410
-9.1800,39.1800,-4.5600,40.4990
-10.0800,40.3200,-6.1800,42.0180
-18.4200,3.3600,30.4200,35.7210
-18.7800,3.9600,30.4200,35.9690
-17.0400,3.9600,29.1600,34.0050
-14.7600,0.8400,24.9000,28.9580
-12.8400,-1.4400,21.1800,24.8100
-18.7800,3.9600,30.4200,35.9690
-17.0400,3.9600,29.1600,34.0050
-14.7600,0.8400,24.9000,28.9580
-12.8400,-1.4400,21.1800,24.8100
-11.8800,-3.7800,15.4200,19.8290
-17.0400,3.9600,29.1600,34.0050
-14.7600,0.8400,24.9000,28.9580
-12.8400,-1.4400,21.1800,24.8100
-11.8800,-3.7800,15.4200,19.8290
-9.5400,-2.6400,8.2800,12.9050
-14.7600,0.8400,24.9000,28.9580
-12.8400,-1.4400,21.1800,24.8100
-11.8800,-3.7800,15.4200,19.8290
-9.5400,-2.6400,8.2800,12.9050
-11.1600,2.7000,4.6200,12.3770
-12.8400,-1.4400,21.1800,24.8100
-11.8800,-3.7800,15.4200,19.8290
-9.5400,-2.6400,8.2800,12.9050
-11.1600,2.7000,4.6200,12.3770
-15.3600,5.6400,4.2000,16.8930
-11.8800,-3.7800,15.4200,19.8290
-9.5400,-2.6400,8.2800,12.9050
-11.1600,2.7000,4.6200,12.3770
-15.3600,5.6400,4.2000,16.8930
-21.3600,0.4800,6.7200,22.3970
-9.5400,-2.6400,8.2800,12.9050
-11.1600,2.7000,4.6200,12.3770
-15.3600,5.6400,4.2000,16.8930
-21.3600,0.4800,6.7200,22.3970
-26.2800,-3.0600,10.7400,28.5540
-11.1600,2.7000,4.6200,12.3770
-15.3600,5.6400,4.2000,16.8930
-21.3600,0.4800,6.7200,22.3970
-26.2800,-3.0600,10.7400,28.5540
-32.9400,-4.3200,17.9400,37.7560
-15.3600,5.6400,4.2000,16.8930
-21.3600,0.4800,6.7200,22.3970
-26.2800,-3.0600,10.7400,28.5540
-32.9400,-4.3200,17.9400,37.7560
-36.1800,-3.6000,22.3200,42.6630
-21.3600,0.4800,6.7200,22.3970
-26.2800,-3.0600,10.7400,28.5540
-32.9400,-4.3200,17.9400,37.7560
-36.1800,-3.6000,22.3200,42.6630
-36.1200,-5.6400,20.2200,41.7770
-26.2800,-3.0600,10.7400,28.5540
-32.9400,-4.3200,17.9400,37.7560
-36.1800,-3.6000,22.3200,42.6630
-36.1200,-5.6400,20.2200,41.7770
-30.4800,-8.2200,14.8800,34.9000
-32.9400,-4.3200,17.9400,37.7560
-36.1800,-3.6000,22.3200,42.6630
-36.1200,-5.6400,20.2200,41.7770
-30.4800,-8.2200,14.8800,34.9000
-25.0800,-7.2600,13.4400,29.3660
-36.1800,-3.6000,22.3200,42.6630
-36.1200,-5.6400,20.2200,41.7770
-30.4800,-8.2200,14.8800,34.9000
-25.0800,-7.2600,13.4400,29.3660
-20.1600,-3.3600,13.5000,24.4940
-36.1200,-5.6400,20.2200,41.7770
-30.4800,-8.2200,14.8800,34.9000
-25.0800,-7.2600,13.4400,29.3660
-20.1600,-3.3600,13.5000,24.4940
-15.4800,-0.4800,10.5000,18.7110
-30.4800,-8.2200,14.8800,34.9000
-25.0800,-7.2600,13.4400,29.3660
-20.1600,-3.3600,13.5000,24.4940
-15.4800,-0.4800,10.5000,18.7110
-12.5400,2.1000,9.3600,15.7880
-25.0800,-7.2600,13.4400,29.3660
-20.1600,-3.3600,13.5000,24.4940
-15.4800,-0.4800,10.5000,18.7110
-12.5400,2.1000,9.3600,15.7880
-5.9400,3.9600,9.1800,11.6290
-20.1600,-3.3600,13.5000,24.4940
-15.4800,-0.4800,10.5000,18.7110
-12.5400,2.1000,9.3600,15.7880
-5.9400,3.9600,9.1800,11.6290
-1.8000,4.0200,6.6600,7.9850
-15.4800,-0.4800,10.5000,18.7110
-12.5400,2.1000,9.3600,15.7880
-5.9400,3.9600,9.1800,11.6290
-1.8000,4.0200,6.6600,7.9850
4.6200,2.8200,-1.2000,5.5440
-12.5400,2.1000,9.3600,15.7880
-5.9400,3.9600,9.1800,11.6290
-1.8000,4.0200,6.6600,7.9850
4.6200,2.8200,-1.2000,5.5440
11.4000,-0.7800,-12.4800,16.9210
-5.9400,3.9600,9.1800,11.6290
-1.8000,4.0200,6.6600,7.9850
4.6200,2.8200,-1.2000,5.5440
11.4000,-0.7800,-12.4800,16.9210
16.9800,-9.6000,-20.5200,28.3120
-1.8000,4.0200,6.6600,7.9850
4.6200,2.8200,-1.2000,5.5440
11.4000,-0.7800,-12.4800,16.9210
16.9800,-9.6000,-20.5200,28.3120
14.9400,-17.5800,-19.8000,30.4020
4.6200,2.8200,-1.2000,5.5440
11.4000,-0.7800,-12.4800,16.9210
16.9800,-9.6000,-20.5200,28.3120
14.9400,-17.5800,-19.8000,30.4020
11.0400,-25.2000,-11.1000,29.6670
11.4000,-0.7800,-12.4800,16.9210
16.9800,-9.6000,-20.5200,28.3120
14.9400,-17.5800,-19.8000,30.4020
11.0400,-25.2000,-11.1000,29.6670
4.9200,-26.8200,-0.9000,27.2820
16.9800,-9.6000,-20.5200,28.3120
14.9400,-17.5800,-19.8000,30.4020
11.0400,-25.2000,-11.1000,29.6670
4.9200,-26.8200,-0.9000,27.2820
1.3800,-25.2600,3.8400,25.5870
14.9400,-17.5800,-19.8000,30.4020
11.0400,-25.2000,-11.1000,29.6670
4.9200,-26.8200,-0.9000,27.2820
1.3800,-25.2600,3.8400,25.5870
4.2000,-14.5800,15.6600,21.8050
11.0400,-25.2000,-11.1000,29.6670
4.9200,-26.8200,-0.9000,27.2820
1.3800,-25.2600,3.8400,25.5870
4.2000,-14.5800,15.6600,21.8050
3.0000,-9.0600,19.3200,21.5490
4.9200,-26.8200,-0.9000,27.2820
1.3800,-25.2600,3.8400,25.5870
4.2000,-14.5800,15.6600,21.8050
3.0000,-9.0600,19.3200,21.5490
3.5400,-3.8400,21.3600,21.9890
1.3800,-25.2600,3.8400,25.5870
4.2000,-14.5800,15.6600,21.8050
3.0000,-9.0600,19.3200,21.5490
3.5400,-3.8400,21.3600,21.9890
3.7800,-0.0600,25.6200,25.8970
4.2000,-14.5800,15.6600,21.8050
3.0000,-9.0600,19.3200,21.5490
3.5400,-3.8400,21.3600,21.9890
3.7800,-0.0600,25.6200,25.8970
3.9600,1.2000,29.5800,29.8680
3.0000,-9.0600,19.3200,21.5490
3.5400,-3.8400,21.3600,21.9890
3.7800,-0.0600,25.6200,25.8970
3.9600,1.2000,29.5800,29.8680
3.7200,2.6400,35.3400,35.6330
3.5400,-3.8400,21.3600,21.9890
3.7800,-0.0600,25.6200,25.8970
3.9600,1.2000,29.5800,29.8680
3.7200,2.6400,35.3400,35.6330
4.3800,5.2800,39.7800,40.3670
3.7800,-0.0600,25.6200,25.8970
3.9600,1.2000,29.5800,29.8680
3.7200,2.6400,35.3400,35.6330
4.3800,5.2800,39.7800,40.3670
4.6800,6.7200,39.7800,40.6140
3.9600,1.2000,29.5800,29.8680
3.7200,2.6400,35.3400,35.6330
4.3800,5.2800,39.7800,40.3670
4.6800,6.7200,39.7800,40.6140
5.7000,6.0600,36.2400,37.1830
3.7200,2.6400,35.3400,35.6330
4.3800,5.2800,39.7800,40.3670
4.6800,6.7200,39.7800,40.6140
5.7000,6.0600,36.2400,37.1830
6.6600,4.4400,32.9400,33.8990
4.3800,5.2800,39.7800,40.3670
4.6800,6.7200,39.7800,40.6140
5.7000,6.0600,36.2400,37.1830
6.6600,4.4400,32.9400,33.8990
8.1600,0.8400,30.9000,31.9700
4.6800,6.7200,39.7800,40.6140
5.7000,6.0600,36.2400,37.1830
6.6600,4.4400,32.9400,33.8990
8.1600,0.8400,30.9000,31.9700
8.0400,-3.1800,28.6200,29.8970
5.7000,6.0600,36.2400,37.1830
6.6600,4.4400,32.9400,33.8990
8.1600,0.8400,30.9000,31.9700
8.0400,-3.1800,28.6200,29.8970
9.4800,-4.2600,27.3000,29.2110
6.6600,4.4400,32.9400,33.8990
8.1600,0.8400,30.9000,31.9700
8.0400,-3.1800,28.6200,29.8970
9.4800,-4.2600,27.3000,29.2110
9.7800,-5.3400,26.1600,28.4340
8.1600,0.8400,30.9000,31.9700
8.0400,-3.1800,28.6200,29.8970
9.4800,-4.2600,27.3000,29.2110
9.7800,-5.3400,26.1600,28.4340
8.3400,-6.3600,27.5400,29.4700
8.0400,-3.1800,28.6200,29.8970
9.4800,-4.2600,27.3000,29.2110
9.7800,-5.3400,26.1600,28.4340
8.3400,-6.3600,27.5400,29.4700
4.8600,-8.2800,32.2200,33.6200
9.4800,-4.2600,27.3000,29.2110
9.7800,-5.3400,26.1600,28.4340
8.3400,-6.3600,27.5400,29.4700
4.8600,-8.2800,32.2200,33.6200
0.3000,-8.4000,36.6000,37.5530
9.7800,-5.3400,26.1600,28.4340
8.3400,-6.3600,27.5400,29.4700
4.8600,-8.2800,32.2200,33.6200
0.3000,-8.4000,36.6000,37.5530
-0.9600,-5.1600,39.3600,39.7080
8.3400,-6.3600,27.5400,29.4700
4.8600,-8.2800,32.2200,33.6200
0.3000,-8.4000,36.6000,37.5530
-0.9600,-5.1600,39.3600,39.7080
-2.1000,3.9600,42.4800,42.7160
4.8600,-8.2800,32.2200,33.6200
0.3000,-8.4000,36.6000,37.5530
-0.9600,-5.1600,39.3600,39.7080
-2.1000,3.9600,42.4800,42.7160
-1.7400,11.1600,42.1800,43.6660
0.3000,-8.4000,36.6000,37.5530
-0.9600,-5.1600,39.3600,39.7080
-2.1000,3.9600,42.4800,42.7160
-1.7400,11.1600,42.1800,43.6660
-2.4000,12.3600,41.8200,43.6740
-0.9600,-5.1600,39.3600,39.7080
-2.1000,3.9600,42.4800,42.7160
-1.7400,11.1600,42.1800,43.6660
-2.4000,12.3600,41.8200,43.6740
-1.2600,8.2200,43.3200,44.1110
-2.1000,3.9600,42.4800,42.7160
-1.7400,11.1600,42.1800,43.6660
-2.4000,12.3600,41.8200,43.6740
-1.2600,8.2200,43.3200,44.1110
-1.9800,3.5400,44.2800,44.4650
-1.7400,11.1600,42.1800,43.6660
-2.4000,12.3600,41.8200,43.6740
-1.2600,8.2200,43.3200,44.1110
-1.9800,3.5400,44.2800,44.4650
-1.2600,-3.0000,44.6400,44.7580
-2.4000,12.3600,41.8200,43.6740
-1.2600,8.2200,43.3200,44.1110
-1.9800,3.5400,44.2800,44.4650
-1.2600,-3.0000,44.6400,44.7580
0.6600,-7.4400,41.6400,42.3050
-1.2600,8.2200,43.3200,44.1110
-1.9800,3.5400,44.2800,44.4650
-1.2600,-3.0000,44.6400,44.7580
0.6600,-7.4400,41.6400,42.3050
6.2400,-6.7200,38.0400,39.1300
-1.9800,3.5400,44.2800,44.4650
-1.2600,-3.0000,44.6400,44.7580
0.6600,-7.4400,41.6400,42.3050
6.2400,-6.7200,38.0400,39.1300
14.2200,-2.2800,36.2400,38.9970
-1.2600,-3.0000,44.6400,44.7580
0.6600,-7.4400,41.6400,42.3050
6.2400,-6.7200,38.0400,39.1300
14.2200,-2.2800,36.2400,38.9970
21.0000,1.0200,39.4200,44.6760
0.6600,-7.4400,41.6400,42.3050
6.2400,-6.7200,38.0400,39.1300
14.2200,-2.2800,36.2400,38.9970
21.0000,1.0200,39.4200,44.6760
23.8800,2.8800,41.8200,48.2440
6.2400,-6.7200,38.0400,39.1300
14.2200,-2.2800,36.2400,38.9970
21.0000,1.0200,39.4200,44.6760
23.8800,2.8800,41.8200,48.2440
27.9600,6.7800,43.0800,51.8040
14.2200,-2.2800,36.2400,38.9970
21.0000,1.0200,39.4200,44.6760
23.8800,2.8800,41.8200,48.2440
27.9600,6.7800,43.0800,51.8040
27.3000,7.2600,41.7000,50.3680
21.0000,1.0200,39.4200,44.6760
23.8800,2.8800,41.8200,48.2440
27.9600,6.7800,43.0800,51.8040
27.3000,7.2600,41.7000,50.3680
23.9400,6.1200,37.3800,44.8090
23.8800,2.8800,41.8200,48.2440
27.9600,6.7800,43.0800,51.8040
27.3000,7.2600,41.7000,50.3680
23.9400,6.1200,37.3800,44.8090
19.0800,4.5600,34.2000,39.4270
27.9600,6.7800,43.0800,51.8040
27.3000,7.2600,41.7000,50.3680
23.9400,6.1200,37.3800,44.8090
19.0800,4.5600,34.2000,39.4270
16.8600,3.7200,32.5200,36.8190
27.3000,7.2600,41.7000,50.3680
23.9400,6.1200,37.3800,44.8090
19.0800,4.5600,34.2000,39.4270
16.8600,3.7200,32.5200,36.8190
13.6200,1.3800,29.8200,32.8120
23.9400,6.1200,37.3800,44.8090
19.0800,4.5600,34.2000,39.4270
16.8600,3.7200,32.5200,36.8190
13.6200,1.3800,29.8200,32.8120
11.0400,0.6000,27.1800,29.3430
19.0800,4.5600,34.2000,39.4270
16.8600,3.7200,32.5200,36.8190
13.6200,1.3800,29.8200,32.8120
11.0400,0.6000,27.1800,29.3430
6.9600,-0.9600,24.4200,25.4110
16.8600,3.7200,32.5200,36.8190
13.6200,1.3800,29.8200,32.8120
11.0400,0.6000,27.1800,29.3430
6.9600,-0.9600,24.4200,25.4110
3.9600,0.4800,21.6600,22.0240
13.6200,1.3800,29.8200,32.8120
11.0400,0.6000,27.1800,29.3430
6.9600,-0.9600,24.4200,25.4110
3.9600,0.4800,21.6600,22.0240
1.4400,1.6800,21.6600,21.7730
11.0400,0.6000,27.1800,29.3430
6.9600,-0.9600,24.4200,25.4110
3.9600,0.4800,21.6600,22.0240
1.4400,1.6800,21.6600,21.7730
-1.8000,3.9000,22.7400,23.1420
6.9600,-0.9600,24.4200,25.4110
3.9600,0.4800,21.6600,22.0240
1.4400,1.6800,21.6600,21.7730
-1.8000,3.9000,22.7400,23.1420
-4.3200,3.3600,23.3400,23.9730
3.9600,0.4800,21.6600,22.0240
1.4400,1.6800,21.6600,21.7730
-1.8000,3.9000,22.7400,23.1420
-4.3200,3.3600,23.3400,23.9730
-4.9800,1.5600,24.2400,24.7950
1.4400,1.6800,21.6600,21.7730
-1.8000,3.9000,22.7400,23.1420
-4.3200,3.3600,23.3400,23.9730
